item,itemLabel,itemDescription,coordinate,instance_ofLabel,named_afters,named_afterLabel,named_afterDescriptions,named_after_instance_ofLabels,named_after_genderLabel,postal_codes,length,inception,place_of_birth,place_of_death,citizenships,occupations,birth_years,death_years
http://www.wikidata.org/entity/Q99396990,Reitzendorfer Weg,Innerortsstraße in Dresden-Schönfeld,Point(13.8976 51.03021),Innerortsstraße,http://www.wikidata.org/entity/Q2142233,Reitzendorf,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99396991,Renkstraße,Innerortsstraße in Dresden,Point(13.73485 51.03109),Innerortsstraße,http://www.wikidata.org/entity/Q6067980,Friedrich Renk,,,männlich,01069,,,München,Dresden,,"Hochschullehrer, Arzt",1850,1928
http://www.wikidata.org/entity/Q99396992,Rennersdorfer Hauptstraße,Innerortsstraße in Dresden,Point(13.61496 51.07015),Innerortsstraße,http://www.wikidata.org/entity/Q1448972,Rennersdorf,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99396993,Rennplatzstraße,Innerortsstraße in Dresden,Point(13.798966 51.025805),Innerortsstraße,http://www.wikidata.org/entity/Q19962461,Galopprennbahn Dresden-Seidnitz,,,,01237,,,,,,,,
http://www.wikidata.org/entity/Q99397000,Richard-Bernhardt-Weg,Innerortsstraße in Dresden,Point(13.63744 51.04205),Innerortsstraße,,,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99397001,Richard-Mannschatz-Straße,Innerortsstraße in Dresden,Point(13.880916 51.061481),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397004,Riedgrasweg,Innerortsstraße in Dresden,Point(13.82608 50.98784),Innerortsstraße,http://www.wikidata.org/entity/Q155843,Sauergrasgewächse,,,,01259,,,,,,,,
http://www.wikidata.org/entity/Q99397005,Ringstraße,Innerortsstraße in Dresden-Pappritz,Point(13.84723 51.03964),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397007,Robert-Weber-Straße,Innerortsstraße in Dresden,Point(13.68937 51.02455),Innerortsstraße,,,,,,01187,,,,,,,,
http://www.wikidata.org/entity/Q99397009,Rochwitzer Straße,Innerortsstraße in Dresden,Point(13.85656 51.05084),Innerortsstraße,http://www.wikidata.org/entity/Q2160346,Rochwitz,,,,01324,,,,,,,,
http://www.wikidata.org/entity/Q99397010,Rochwitzer Weg,Innerortsstraße in Dresden,Point(13.84719 51.04173),Innerortsstraße,http://www.wikidata.org/entity/Q2160346,Rochwitz,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397011,Rockauer Ring,Innerortsstraße in Dresden,Point(13.867323 51.029231),Innerortsstraße,http://www.wikidata.org/entity/Q1697072,Rockau,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397013,Rockauer Straße,Innerortsstraße in Dresden,Point(13.8513 51.02783),Innerortsstraße,http://www.wikidata.org/entity/Q1697072,Rockau,,,,01326,,,,,,,,
http://www.wikidata.org/entity/Q99397014,Roitzscher Dorfstraße,Innerortsstraße in Dresden,Point(13.6072 51.0534),Innerortsstraße,http://www.wikidata.org/entity/Q2162510,Roitzsch,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99397015,Roitzscher Landstraße,Innerortsstraße in Dresden,Point(13.6085 51.0562),Innerortsstraße,http://www.wikidata.org/entity/Q2162510,Roitzsch,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99397020,Hellersiedlung Weg E,Innerortsstraße in Dresden,Point(13.75722 51.08985),Innerortsstraße,,,,,,01099,,,,,,,,
http://www.wikidata.org/entity/Q99397021,Rosenstraße,Innerortsstraße in Dresden-Cossebaude,Point(13.62363 51.08838),Innerortsstraße,,,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99397022,Gartenstraße,Innerortsstraße in Dresden-Gohlis,Point(13.64217 51.08907),Innerortsstraße,,,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99397023,Rosentitzer Straße,Innerortsstraße in Dresden,Point(13.75122 51.01002),Innerortsstraße,http://www.wikidata.org/entity/Q2167288,Rosentitz,,,,01217,,,,,,,,
http://www.wikidata.org/entity/Q99397025,Rosenweg,Innerortsstraße in Dresden-Weißig,Point(13.86943 51.0644),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397091,Rosinendörfchen,Innerortsstraße in Dresden,Point(13.95826 51.03676),Innerortsstraße,http://www.wikidata.org/entity/Q2167437,Rosinendörfchen,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397092,Rossendorfer Straße,Innerortsstraße in Dresden,Point(13.86083 51.05979),Innerortsstraße,http://www.wikidata.org/entity/Q2167680,Rossendorf,,,,01324,,,,,,,,
http://www.wikidata.org/entity/Q99397093,Roter Grabenweg,Innerortsstraße in Dresden,Point(13.846926 51.145315),Innerortsstraße,,,,,,01465,,,,,,,,
http://www.wikidata.org/entity/Q99397094,Rossendorfer Straße (Schullwitz),Innerortsstraße in Dresden,Point(13.92281 51.04413),Innerortsstraße,http://www.wikidata.org/entity/Q2167680,Rossendorf,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397095,Rossendorfer Ring,Innerortsstraße in Dresden,Point(13.93909 51.05608),Innerortsstraße,http://www.wikidata.org/entity/Q2167680,Rossendorf,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397096,Zur Kurwiese,Straße in Dresden-Klotzsche,Point(13.778941 51.111565),Innerortsstraße,http://www.wikidata.org/entity/Q115745136,Kurwiese Klotzsche,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q99397097,Rote Häuser,Innerortsstraße in Dresden,Point(13.66599 51.03233),Innerortsstraße,,,,,,01169,,,,,,,,
http://www.wikidata.org/entity/Q99397098,Rotdornstraße,Innerortsstraße in Dresden,Point(13.84038 51.00521),Innerortsstraße,http://www.wikidata.org/entity/Q1281102,Echter Rotdorn,,,,01259,,,,,,,,
http://www.wikidata.org/entity/Q99397099,Rotkehlchenweg,Innerortsstraße in Dresden,Point(13.79689 51.14466),Innerortsstraße,http://www.wikidata.org/entity/Q25334,Rotkehlchen,,,,01108,,,,,,,,
http://www.wikidata.org/entity/Q99397100,Roßthaler Straße,Innerortsstraße in Dresden,Point(13.720101 51.05357),Innerortsstraße,http://www.wikidata.org/entity/Q2171376,Roßthal,,,,01067,,,,,,,,
http://www.wikidata.org/entity/Q99397104,Roßweiner Straße,Innerortsstraße in Dresden,Point(13.68536 51.04268),Innerortsstraße,http://www.wikidata.org/entity/Q71148,Roßwein,,,,01159,,,,,,,,
http://www.wikidata.org/entity/Q99397104,Roßweiner Straße,Innerortsstraße in Dresden,Point(13.68536 51.04268),Innerortsstraße,http://www.wikidata.org/entity/Q216644,Christoph von Carlowitz,,,männlich,01159,,,Hermsdorf,Červený Hrádek,,"Diplomat, Politiker",1507,1578
http://www.wikidata.org/entity/Q99397104,Roßweiner Straße,Innerortsstraße in Dresden,Point(13.68536 51.04268),Innerortsstraße,http://www.wikidata.org/entity/Q216644,Christoph von Carlowitz,,,männlich,01159,,,Hermsdorf,Böhmen,,"Diplomat, Politiker",1507,1578
http://www.wikidata.org/entity/Q99397109,Rudolf-Förster-Straße,Innerortsstraße in Dresden,Point(13.6039 51.07782),Innerortsstraße,,,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99397116,Rudolf-Walther-Straße,Innerortsstraße in Dresden,Point(13.63428 51.036931),Innerortsstraße,,,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99397123,Räcknitzer Weg,Innerortsstraße in Dresden,Point(13.749746 51.023738),Innerortsstraße,http://www.wikidata.org/entity/Q1252764,Räcknitz,,,,01217,,,,,,,,
http://www.wikidata.org/entity/Q99397126,Rähnitzer Mühlweg,Innerortsstraße in Dresden,Point(13.793121 51.140919),Innerortsstraße,http://www.wikidata.org/entity/Q1563739,Rähnitz,,,,01108,,,,,,,,
http://www.wikidata.org/entity/Q99397126,Rähnitzer Mühlweg,Innerortsstraße in Dresden,Point(13.793121 51.140919),Innerortsstraße,http://www.wikidata.org/entity/Q49403429,ehemalige Schlossmühle Hermsdorf,,,,01108,,,,,,,,
http://www.wikidata.org/entity/Q99397127,Rähnitzer Straße,Innerortsstraße in Dresden,Point(13.758727 51.120596),Innerortsstraße,http://www.wikidata.org/entity/Q1563739,Rähnitz,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q99397125,Rähnitzer Allee,Innerortsstraße in Dresden,Point(13.74335 51.12542),Innerortsstraße,,,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q99397129,Rähnitzer Winkel,Innerortsstraße in Dresden,Point(13.73678 51.124786),Innerortsstraße,,,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q99397130,Röhrsdorfer Straße,Innerortsstraße in Dresden,Point(13.80704 50.98584),Innerortsstraße,http://www.wikidata.org/entity/Q2179486,Röhrsdorf,,,,01257,,,,,,,,
http://www.wikidata.org/entity/Q99397131,Römchenstraße,Innerortsstraße in Dresden,Point(13.739541 51.017871),Innerortsstraße,http://www.wikidata.org/entity/Q15712920,Römchen,,,,01217,,,,,,Politiker,,
http://www.wikidata.org/entity/Q99397132,Hellersiedlung Weg G,Innerortsstraße in Dresden,Point(13.7579 51.09136),Innerortsstraße,,,,,,01099,,,,,,,,
http://www.wikidata.org/entity/Q99397133,Saalfelder Straße,Innerortsstraße in Dresden,Point(13.76813 51.10949),Innerortsstraße,http://www.wikidata.org/entity/Q155984,Saalfeld/Saale,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q99397134,Sadisdorfer Weg,Innerortsstraße in Dresden,Point(13.72065 51.019578),Innerortsstraße,http://www.wikidata.org/entity/Q2211164,Sadisdorf,,,,01189,,,,,,,,
http://www.wikidata.org/entity/Q99397135,Sagarder Weg,Innerortsstraße in Dresden,Point(13.784273 51.122902),Innerortsstraße,http://www.wikidata.org/entity/Q551205,Sagard,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q99397136,Sandbodenweg,Innerortsstraße in Dresden,Point(13.67948 51.09033),Innerortsstraße,,,,,,01139,,,,,,,,
http://www.wikidata.org/entity/Q99397138,Sandweg,Innerortsstraße in Dresden,Point(13.90451 51.02448),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397139,Saxoniastraße,Innerortsstraße in Dresden,Point(13.707372 51.043537),Innerortsstraße,http://www.wikidata.org/entity/Q323203,Saxonia,,,,01159,,,,,,,,
http://www.wikidata.org/entity/Q99397143,Scharfensteinstraße,Innerortsstraße in Dresden,Point(13.83394 51.05664),Innerortsstraße,http://www.wikidata.org/entity/Q2231275,Scharfenstein,,,,01326,,,,,,,,
http://www.wikidata.org/entity/Q99397145,Schelsstraße,Innerortsstraße in Dresden,Point(13.79517 51.14587),Innerortsstraße,,,,,,01108,,,,,,,,
http://www.wikidata.org/entity/Q99397146,Schelsberg,Innerortsstraße in Dresden,Point(13.79108 51.14563),Innerortsstraße,http://www.wikidata.org/entity/Q133459554,Schelsberg,,,,01108,,,,,,,,
http://www.wikidata.org/entity/Q99397147,Schilfweg,Innerortsstraße in Dresden,Point(13.80186 51.02513),Innerortsstraße,,,,,,01237,,,,,,,,
http://www.wikidata.org/entity/Q99397155,Schlehdornstraße,Innerortsstraße in Dresden,Point(13.851446 50.999302),Innerortsstraße,,,,,,01259,,,,,,,,
http://www.wikidata.org/entity/Q99397158,Schleswiger Straße,Straße in Dresden-Kemnitz,Point(13.65728 51.0702),Innerortsstraße,,,,,,01157,,,,,,,,
http://www.wikidata.org/entity/Q99397159,Schmaler Weg,Innerortsstraße in Dresden,Point(13.755743 51.112687),Innerortsstraße,,,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q99397160,Schmilkaer Straße,Innerortsstraße in Dresden,Point(13.83513 51.00053),Innerortsstraße,http://www.wikidata.org/entity/Q2246488,Schmilka,,,,01259,,,,,,,,
http://www.wikidata.org/entity/Q99397161,Schmiedegäßchen,Innerortsstraße in Dresden,Point(13.83971 51.13124),Innerortsstraße,,,,,,01465,,,,,,,,
http://www.wikidata.org/entity/Q99397162,Schongauerstraße,Innerortsstraße in Dresden-Niedersedlitz,Point(13.818283 50.993945),Innerortsstraße,http://www.wikidata.org/entity/Q155575,Martin Schongauer,,,männlich,01259,,,Colmar,Breisach am Rhein,,"Zeichner, Kupferstecher, Grafiker, Maler, Künstler, Graveur",1440,1491
http://www.wikidata.org/entity/Q99397167,Schullwitzer Straße,Innerortsstraße in Dresden,Point(13.90689 51.02777),Innerortsstraße,http://www.wikidata.org/entity/Q2251323,Schullwitz,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397168,Schulstraße,Innerortsstraße in Dresden,Point(13.63085 51.08637),Innerortsstraße,,,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99397169,Schulstraße,Straße in Dresden-Pappritz,Point(13.85138 51.03534),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397170,Dorfstraße,Straße in Dresden-Zaschendorf,Point(13.91336 51.01769),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397171,Schulweg,Innerortsstraße in Dresden,Point(13.87575 51.00949),Innerortsstraße,,,,,,01326,,,,,,,,
http://www.wikidata.org/entity/Q99397173,Schunckstraße,Innerortsstraße in Dresden-Briesnitz,Point(13.675153 51.063927),Innerortsstraße,,,,,,01157,,,,,,,,
http://www.wikidata.org/entity/Q99397174,Schwarmweg,Innerortsstraße in Dresden,Point(13.598468 51.058236),Innerortsstraße,,,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99397176,Schwarzer Weg,Innerortsstraße in Dresden,Point(13.605449 51.081955),Innerortsstraße,,,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99397178,Schwenkstraße,Innerortsstraße in Dresden,Point(13.83069 51.04023),Innerortsstraße,,,,,,01326,,,,,,,,
http://www.wikidata.org/entity/Q99397179,Schützenhöhe,Innerortsstraße in Dresden,Point(13.75092 51.081594),Innerortsstraße,,,,,,01099,,,,,,,,
http://www.wikidata.org/entity/Q99397181,Cossebauder Straße,Innerortsstraße in Dresden-Gohlis,Point(13.63585 51.09099),Innerortsstraße,http://www.wikidata.org/entity/Q1117549,Cossebaude,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99397250,Schützenstraße,Innerortsstraße in Dresden,Point(13.614331 51.071092),Innerortsstraße,,,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99397252,Schänkenweg,Innerortsstraße in Dresden,Point(13.774653 51.116448),Innerortsstraße,,,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q99397253,Schönburgstraße,Innerortsstraße in Dresden,Point(13.805093 51.146993),Innerortsstraße,http://www.wikidata.org/entity/Q872801,Schönburg,,,,01108,,,,,,,,
http://www.wikidata.org/entity/Q99397254,Schönborner Straße,Straße in Dresden-Langebrück,Point(13.849736 51.139473),Innerortsstraße,http://www.wikidata.org/entity/Q2258794,Schönborn,,,,01465,,,,,,,,
http://www.wikidata.org/entity/Q99397255,Schönfelder Landstraße,Innerortsstraße in Dresden,Point(13.868546 51.049099),Innerortsstraße,http://www.wikidata.org/entity/Q1287867,Schönfeld,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397257,Schönbacher Weg,Innerortsstraße in Dresden,Point(13.733108 51.118879),Innerortsstraße,http://www.wikidata.org/entity/Q1789940,Schönbach,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q99397258,Blumenstraße,Innerortsstraße in Dresden-Langebrück,Point(13.84323 51.12349),Innerortsstraße,http://www.wikidata.org/entity/Q886167,Blume,,,,01465,,,,,,,,
http://www.wikidata.org/entity/Q99397260,Seegärten,Innerortsstraße in Dresden,Point(13.6508 51.08009),Innerortsstraße,,,,,,01157,,,,,,,,
http://www.wikidata.org/entity/Q99397261,Seeligstraße,Innerortsstraße in Dresden,Point(13.825118 51.127435),Innerortsstraße,,,,,,01465,,,,,,,,
http://www.wikidata.org/entity/Q99397262,Seerosenweg,Innerortsstraße in Dresden,Point(13.82562 50.98706),Innerortsstraße,http://www.wikidata.org/entity/Q146628,Seerosen,,,,01259,,,,,,,,
http://www.wikidata.org/entity/Q99397263,Seewiesenweg,Innerortsstraße in Dresden,Point(13.68 51.08921),Innerortsstraße,http://www.wikidata.org/entity/Q2265752,Seewiesen,,,,01139,,,,,,,,
http://www.wikidata.org/entity/Q99397265,Schöne Aussicht,Innerortsstraße in Dresden,Point(13.654558 51.060371),Innerortsstraße,,,,,,01157,,,,,,,,
http://www.wikidata.org/entity/Q99397266,Seidnitzer Weg,Innerortsstraße in Dresden,Point(13.799942 51.015694),Innerortsstraße,http://www.wikidata.org/entity/Q2266615,Seidnitz,,,,01237,,,,,,,,
http://www.wikidata.org/entity/Q99397267,Zum Südblick,Straße in Dresden-Cunnersdorf,Point(13.877528 51.040183),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397268,Seifersdorfer Straße,Innerortsstraße in Dresden-Schönborn,Point(13.870767 51.14848),Innerortsstraße,http://www.wikidata.org/entity/Q1417431,Seifersdorf,,,,01465,,,,,,,,
http://www.wikidata.org/entity/Q99397269,Zur Hohle,Straße in Dresden-Krieschendorf,Point(13.879851 51.02332),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397270,Selliner Straße,Straße in Dresden-Klotzsche,Point(13.784064 51.121309),Innerortsstraße,http://www.wikidata.org/entity/Q541654,Sellin,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q99397271,Seifzerteichstraße,Innerortsstraße in Dresden,Point(13.78576 51.133193),Innerortsstraße,,,,,,01108,,,,,,,,
http://www.wikidata.org/entity/Q99397273,Semmelweg,Innerortsstraße in Dresden,Point(13.70787 51.10816),Innerortsstraße,,,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q99397275,Serkowitzer Straße,Innerortsstraße in Dresden,Point(13.66223 51.09212),Innerortsstraße,http://www.wikidata.org/entity/Q1404895,Serkowitz,,,,01139,,,,,,,,
http://www.wikidata.org/entity/Q99397276,Serpentinstraße,Innerortsstraße in Dresden,Point(13.68356 51.02213),Innerortsstraße,http://www.wikidata.org/entity/Q1130302,Serpentine,,,,01187,,,,,,,,
http://www.wikidata.org/entity/Q99397277,Seußlitzer Straße,Innerortsstraße in Dresden,Point(13.67786 51.06291),Innerortsstraße,http://www.wikidata.org/entity/Q1742417,Seußlitz,,,,01157,,,,,,,,
http://www.wikidata.org/entity/Q99397278,Siebenlehner Straße,Innerortsstraße in Dresden,Point(13.70663 51.04249),Innerortsstraße,http://www.wikidata.org/entity/Q1274445,Siebenlehn,,,,01159,,,,,,,,
http://www.wikidata.org/entity/Q99397280,Siedlerweg,Innerortsstraße in Dresden-Langebrück,Point(13.82581 51.12793),Innerortsstraße,http://www.wikidata.org/entity/Q1818899,Siedler,,,,01465,,,,,,,,
http://www.wikidata.org/entity/Q99397283,Siedlung in der Aue,Innerortsstraße in Dresden,Point(13.84551 51.00265),Innerortsstraße,,,,,,01259,,,,,,,,
http://www.wikidata.org/entity/Q99397284,Siedlungsstraße,Innerortsstraße in Dresden-Gönnsdorf,Point(13.86955 51.04693),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397285,Siedlungsstraße,Innerortsstraße in Dresden-Niederpoyritz,Point(13.846183 51.03023),Innerortsstraße,,,,,,01326,,,,,,,,
http://www.wikidata.org/entity/Q99397292,Silbertalweg,Innerortsstraße in Dresden,Point(13.60773 51.06916),Innerortsstraße,,,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99397295,Sobrigauer Weg,Innerortsstraße in Dresden,Point(13.79232 50.98148),Innerortsstraße,http://www.wikidata.org/entity/Q1694667,Sobrigau,,,,01257,,,,,,,,
http://www.wikidata.org/entity/Q99397296,Sohlander Straße,Innerortsstraße in Dresden,Point(13.84714 51.06036),Innerortsstraße,http://www.wikidata.org/entity/Q93295,Sohland an der Spree,,,,01324,,,,,,,,
http://www.wikidata.org/entity/Q99397297,Sonnenblumenweg,Innerortsstraße in Dresden,Point(13.68556 51.04673),Innerortsstraße,http://www.wikidata.org/entity/Q171497,Sonnenblume,,,,01159,,,,,,,,
http://www.wikidata.org/entity/Q99397300,Sonnenlehne,Innerortsstraße in Dresden,Point(13.84927 51.03598),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397301,Sonnenleite,Innerortsstraße in Dresden-Cossebaude,Point(13.62342 51.08379),Innerortsstraße,,,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99397302,Brunnenstraße (Langebrück),Innerortsstraße in Dresden,Point(13.81694 51.12758),Innerortsstraße,,,,,,01465,,,,,,,,
http://www.wikidata.org/entity/Q99397303,Sonnenwinkel,Innerortsstraße in Dresden,Point(13.64715 51.05923),Innerortsstraße,,,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99397304,Spartenweg,Innerortsstraße in Dresden,Point(13.68572 51.04608),Innerortsstraße,,,,,,01159,,,,,,,,
http://www.wikidata.org/entity/Q99397306,Spiegelweg,Innerortsstraße in Dresden-Eschdorf,Point(13.939291 51.03883),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397310,Spitzhausstraße,Innerortsstraße in Dresden,Point(13.673854 51.089011),Innerortsstraße,http://www.wikidata.org/entity/Q2311600,Spitzhaus,,,,01139,,,,,,,,
http://www.wikidata.org/entity/Q99397311,Sporbitzer Ring,Innerortsstraße in Dresden,Point(13.85231 50.98806),Innerortsstraße,http://www.wikidata.org/entity/Q2312167,Sporbitz,,,,01259,,,,,,,,
http://www.wikidata.org/entity/Q99397314,Sportplatzweg,Straße in Dresden-Pappritz,Point(13.85294 51.03737),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397316,Bergstraße,Innerortsstraße in Dresden-Weißig,Point(13.89666 51.05745),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397317,Stadtblick,Innerortsstraße in Dresden,Point(13.64444 51.0542),Innerortsstraße,,,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99397318,Stallberg,Innerortsstraße in Dresden,Point(13.85118 51.03069),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397319,Staffelsteinstraße,Innerortsstraße in Dresden,Point(13.84688 51.03025),Innerortsstraße,http://www.wikidata.org/entity/Q116969346,Haus Staffelstein,,,,01326,,,,,,,,
http://www.wikidata.org/entity/Q99397320,Stangenweg,Innerortsstraße in Dresden,Point(13.9122 51.0183),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397321,Stauseeweg,Innerortsstraße in Dresden,Point(13.60831 51.06929),Innerortsstraße,http://www.wikidata.org/entity/Q123146192,Stausee Oberwartha,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99397323,Steigerweg,Innerortsstraße in Dresden,Point(13.67507 51.02265),Innerortsstraße,,,,,,01187,,,,,,,,
http://www.wikidata.org/entity/Q99397324,Steile Straße,Innerortsstraße in Dresden-Luga,Point(13.83086 50.9838),Innerortsstraße,,,,,,01259,,,,,,,,
http://www.wikidata.org/entity/Q99397325,Steile Straße,Innerortsstraße in Dresden-Schönfeld,Point(13.88835 51.03451),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397326,Steinadlerstraße,Innerortsstraße in Dresden,Point(13.71019 51.02238),Innerortsstraße,http://www.wikidata.org/entity/Q41181,Steinadler,,,,01187,,,,,,,,
http://www.wikidata.org/entity/Q99397327,Steinbacher Grundstraße,Innerortsstraße in Dresden,Point(13.6025 51.04926),Innerortsstraße,http://www.wikidata.org/entity/Q1668480,Steinbach,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99397330,Zum Lindeberg,Innerortsstraße in Dresden,Point(13.766632 51.163167),Innerortsstraße,,,,,,01108,,,,,,,,
http://www.wikidata.org/entity/Q25711,Brühlsche Terrasse,"Sehenswürdigkeit in Dresden, ursprünglich Teil der Befestigungsanlagen",Point(13.740206 51.053427),Innerortsstraße,,,,,,,,1748-01-01T00:00:00Z,,,,,,
http://www.wikidata.org/entity/Q99397596,Badstraße,Innerortsstraße in Dresden-Langebrück,Point(13.84842 51.12715),Innerortsstraße,http://www.wikidata.org/entity/Q15134279,Waldbad Langebrück,,,,01465,,,,,,,,
http://www.wikidata.org/entity/Q99397597,Niedersedlitzer Platz,Platz in Dresden-Niedersedlitz,Point(13.826263 50.995931),Innerortsstraße,http://www.wikidata.org/entity/Q1988463,Niedersedlitz,,,,01259,,,,,,,,
http://www.wikidata.org/entity/Q99397597,Niedersedlitzer Platz,Platz in Dresden-Niedersedlitz,Point(13.826263 50.995931),Platz,http://www.wikidata.org/entity/Q1988463,Niedersedlitz,,,,01259,,,,,,,,
http://www.wikidata.org/entity/Q99397599,Weistropper Straße,Innerortsstraße in Dresden-Niederwartha,Point(13.600924 51.094527),Innerortsstraße,http://www.wikidata.org/entity/Q1634399,Weistropp,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99397600,Weistropper Weg,Innerortsstraße in Dresden,Point(13.591181 51.065626),Innerortsstraße,http://www.wikidata.org/entity/Q1634399,Weistropp,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99397601,Weixdorfer Rathausplatz,Innerortsstraße in Dresden,Point(13.80086 51.14536),Innerortsstraße,,,,,,01108,,,,,,,,
http://www.wikidata.org/entity/Q99397602,Zur Reitzendorfer Mühle,Innerortsstraße in Dresden,Point(13.904171 51.021553),Innerortsstraße,http://www.wikidata.org/entity/Q49458650,Reitzendorfer Mühle,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397603,Weixdorfer Weg,Innerortsstraße in Dresden,Point(13.868062 51.13666),Innerortsstraße,http://www.wikidata.org/entity/Q2556719,Weixdorf,,,,01465,,,,,,,,
http://www.wikidata.org/entity/Q99397604,Zschonergrundweg,Weg in Dresden,Point(13.645867 51.061976),Innerortsstraße,http://www.wikidata.org/entity/Q227269,Zschonergrund,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99397607,Weißiger Landstraße,Innerortsstraße in Dresden,Point(13.87756 51.05338),Innerortsstraße,http://www.wikidata.org/entity/Q1760584,Weißig,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397608,Weißiger Straße,Innerortsstraße in Dresden-Langebrück,Point(13.846973 51.125354),Innerortsstraße,http://www.wikidata.org/entity/Q1760584,Weißig,,,,01465,,,,,,,,
http://www.wikidata.org/entity/Q99397609,Weißiger Straße,Innerortsstraße in Dresden-Schullwitz,Point(13.914634 51.04417),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q99397610,Weißiger Weg,Innerortsstraße in Dresden,Point(13.868509 51.055865),Innerortsstraße,http://www.wikidata.org/entity/Q1760584,Weißig,,,,01324,,,,,,,,
http://www.wikidata.org/entity/Q99397611,Zum Jammertal,Innerortsstraße in Dresden,Point(13.618624 51.043327),Innerortsstraße,,,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q99397612,Zum Reiterberg,Innerortsstraße in Dresden,Point(13.749443 51.082968),Innerortsstraße,,,,,,01099,,,,,,,,
http://www.wikidata.org/entity/Q99397613,Weltestraße,Innerortsstraße in Dresden,Point(13.66377 51.07027),Innerortsstraße,,,,,,01157,,,,,,,,
http://www.wikidata.org/entity/Q99397614,Werkstraße,Innerortsstraße in Dresden,Point(13.83739 50.9986),Innerortsstraße,,,,,,01259,,,,,,,,
http://www.wikidata.org/entity/Q99397617,Westendring,Innerortsstraße in Dresden,Point(13.71258 51.022263),Innerortsstraße,,,,,,01187,,,,,,,,
