item,itemLabel,itemDescription,coordinate,instance_ofLabel,named_afters,named_afterLabel,named_afterDescriptions,named_after_instance_ofLabels,named_after_genderLabel,postal_codes,length,inception,place_of_birth,place_of_death,citizenships,occupations,birth_years,death_years
http://www.wikidata.org/entity/Q1335476,Emerich-Ambros-Ufer,Straße in Dresden,Point(13.6982 51.0527),Innerortsstraße,http://www.wikidata.org/entity/Q1335475,Emerich Ambros,,,männlich,"01157, 01159",,,Budapest,KZ Hohnstein,"Ungarn,Deutschland",Funktionär,1896,1933
http://www.wikidata.org/entity/Q1409170,Fetscherstraße,Straße in Dresden,Point(13.7772 51.0522),Innerortsstraße,http://www.wikidata.org/entity/Q2128099,Rainer Fetscher,,,männlich,01307,,,Wien,Dresden,Deutschland,"Hochschullehrer, Genetiker, Arzt",1895,1945
http://www.wikidata.org/entity/Q39562035,Friedrich-List-Platz,Platz in Dresden,Point(13.733833333 51.038),Platz,http://www.wikidata.org/entity/Q159917,Friedrich List,,,männlich,,,,Reutlingen,Kufstein,"Vereinigte Staaten,Königreich Württemberg","Journalist, Hochschullehrer, Wirtschaftswissenschaftler, Diplomat, Unternehmer, Politiker, Schriftsteller",1789,1846
http://www.wikidata.org/entity/Q2550498,Washingtonstraße,Straße in Dresden,Point(13.6925 51.0833),Innerortsstraße,http://www.wikidata.org/entity/Q23,George Washington,,,männlich,01139,,,Westmoreland County,Landsitz Mount Vernon,"Vereinigte Staaten,Königreich Großbritannien","Heeresoffizier, Geometer, Revolutionär, Kartograf, Staatsmann, Landwirt, Ingenieur, Politiker, Schriftsteller",1732,1799
http://www.wikidata.org/entity/Q61740402,Caspar-David-Friedrich-Straße,Straße in Dresden,Point(13.7575 51.02728),Innerortsstraße,http://www.wikidata.org/entity/Q104884,Caspar David Friedrich,,,männlich,"01217, 01219",,,Greifswald,Dresden,"Schweden,Königreich Preußen","Aquarellist, Landschaftsmaler, Bauzeichner, Druckgrafiker, Zeichner, Bildhauer, Maler",1774,1840
http://www.wikidata.org/entity/Q60463568,Könneritzstraße,Straße in Dresden,Point(13.724444 51.055833),Innerortsstraße,http://www.wikidata.org/entity/Q994021,Leonce von Könneritz,,,männlich,01067,1100,,Paris,Dresden,Deutschland,"Amtshauptmann, Jurist, Politiker",1835,1890
http://www.wikidata.org/entity/Q61000736,Stübelallee,Straße in Dresden,Point(13.7699 51.04013),Innerortsstraße,http://www.wikidata.org/entity/Q2058676,Paul Alfred Stübel,,,männlich,"01309, 01307",,,Dresden,Dresden,Deutschland,"Jurist, Politiker",1827,1895
http://www.wikidata.org/entity/Q61003831,Naumannstraße,Straße in Dresden-Blasewitz,Point(13.80531 51.0526),Innerortsstraße,http://www.wikidata.org/entity/Q213927,Johann Gottlieb Naumann,,,männlich,01309,,,Blasewitz,Dresden,Deutschland,"Dirigent, Komponist",1741,1801
http://www.wikidata.org/entity/Q2550213,Wasaplatz,Platz in Dresden,Point(13.7594 51.0282),Platz,http://www.wikidata.org/entity/Q472635,Gustav von Schweden,,,männlich,01219,,1880-01-01T00:00:00Z,Stockholm,Pillnitz,Schweden,Offizier,1799,1877
http://www.wikidata.org/entity/Q61791384,Güntzstraße,Straße in Dresden,Point(13.7575 51.0507),Innerortsstraße,http://www.wikidata.org/entity/Q1714508,Justus Friedrich Güntz,,,männlich,"01069, 01307",,,Wurzen,Dresden,Deutschland,Verleger,1801,1875
http://www.wikidata.org/entity/Q63827310,Karcherallee,Straße in Dresden,Point(13.77458 51.03319),Innerortsstraße,http://www.wikidata.org/entity/Q91029,Johann Friedrich Karcher,,,männlich,"01277, 01219",1180,,Dresden,Dresden,Deutschland,"Baumeister, Architekt",1650,1726
http://www.wikidata.org/entity/Q63870048,Altstrehlen,Straße in Dresden,Point(13.76288 51.02718),Innerortsstraße,http://www.wikidata.org/entity/Q57320,Friedrich August III.,,,männlich,01219,230,,Dresden,Szczodre,Deutschland,Monarch,1865,1932
http://www.wikidata.org/entity/Q63870819,Pfotenhauerstraße,Straße in Dresden,Point(13.77215 51.05763),Innerortsstraße,http://www.wikidata.org/entity/Q2574471,Wilhelm Pfotenhauer,,,männlich,01307,1810,,Hohenstein-Ernstthal,Dresden,Deutschland,Politiker,1812,1877
http://www.wikidata.org/entity/Q63870924,Hertelstraße,Straße in Dresden,Point(13.77221 51.05842),Innerortsstraße,http://www.wikidata.org/entity/Q81497104,Theodor Julius Hertel,,,männlich,01307,510,,,,Deutschland,Politiker,1807,1880
http://www.wikidata.org/entity/Q15377250,Fritz-Foerster-Platz,Verkehrsknoten in Dresden-Südvorstadt,Point(13.730678 51.030255),Platz,http://www.wikidata.org/entity/Q102428,Fritz Foerster,,,männlich,01069,,,Zielona Góra,Dresden,Deutschland,"Hochschullehrer, Chemiker",1866,1931
http://www.wikidata.org/entity/Q15784546,Rosa-Luxemburg-Platz,"Platz in Dresden, Sachsen",Point(13.75291667 51.05868056),Platz,http://www.wikidata.org/entity/Q7231,Rosa Luxemburg,,,weiblich,"01097, 01099",,1877-01-01T00:00:00Z,Zamość,Berlin,"Deutschland,Russisches Kaiserreich","politischer Theoretiker, Philosoph, Meinungsjournalist, Revolutionär, Journalist, Herausgeber, Volkswirt, Dozent, Redakteur, Wirtschaftswissenschaftler, Politiker",1871,1919
http://www.wikidata.org/entity/Q23788094,Fritz-Löffler-Straße,Straße in Dresden,Point(13.732134 51.036533),Innerortsstraße,http://www.wikidata.org/entity/Q107195,Fritz Löffler,,,männlich,01069,,1868-01-01T00:00:00Z,Dresden,Dresden,Deutschland,"Musikwissenschaftler, Kunsthistoriker",1899,1988
http://www.wikidata.org/entity/Q47037442,Königsheimplatz,Straße in Dresden,Point(13.78672 51.0538),Innerortsstraße,http://www.wikidata.org/entity/Q712050,Arthur Willibald Königsheim,,,männlich,01307,,,Dresden,Blasewitz,Deutschland,"Dienstherr, Jurist",1816,1886
http://www.wikidata.org/entity/Q450445,Augustusbrücke,Elbbrücke in der sächsischen Landeshauptstadt Dresden,Point(13.739568 51.055263),Innerortsstraße,http://www.wikidata.org/entity/Q53437,August der Starke,,,männlich,"01097, 01067",390,1907-01-01T00:00:00Z,Dresden,Warschau,"Großfürstentum Litauen,Kurfürstentum Sachsen","Kunstsammler, Politiker",1670,1733
http://www.wikidata.org/entity/Q770823,Augustusstraße,Innerortsstraße in der Inneren Altstadt von Dresden,Point(13.7392 51.0528),Innerortsstraße,http://www.wikidata.org/entity/Q53437,August der Starke,,,männlich,01067,,,Dresden,Warschau,"Großfürstentum Litauen,Kurfürstentum Sachsen","Kunstsammler, Politiker",1670,1733
http://www.wikidata.org/entity/Q6476696,Georg-Treu-Platz,Platz in Dresden,Point(13.7436 51.0525),Platz,http://www.wikidata.org/entity/Q97950,Georg Treu,,,männlich,,,,Sankt Petersburg,Dresden,Deutschland,"Klassischer Archäologe, Museologe, Altertumswissenschaftler, Archäologe, Kunsthistoriker, Hochschullehrer, Kurator",1843,1921
http://www.wikidata.org/entity/Q1525469,Königstraße,Straße in Dresden,Point(13.741 51.0609),Innerortsstraße,http://www.wikidata.org/entity/Q53437,August der Starke,,,männlich,01097,450,1722-01-01T00:00:00Z,Dresden,Warschau,"Großfürstentum Litauen,Kurfürstentum Sachsen","Kunstsammler, Politiker",1670,1733
http://www.wikidata.org/entity/Q875634,Albertplatz,Platz in Dresden,Point(13.7469 51.0633),Platz,http://www.wikidata.org/entity/Q168657,Albert von Sachsen,,,männlich,01097,,1817-01-01T00:00:00Z,Dresden,Szczodre,Königreich Sachsen,Politiker,1828,1902
http://www.wikidata.org/entity/Q1044279,Carolabrücke,"Elbbrücke in der sächsischen Landeshauptstadt Dresden, Deutschland",Point(13.74703 51.05456),Innerortsstraße,http://www.wikidata.org/entity/Q60380,Carola von Wasa-Holstein-Gottorp,,,weiblich,"01097, 01067",,,Schloss Schönbrunn,Dresden,Königreich Sachsen,Philanthrop,1833,1907
http://www.wikidata.org/entity/Q65923917,Anton-Graff-Straße,Straße in Dresden,Point(13.772651111 51.045063888),Innerortsstraße,http://www.wikidata.org/entity/Q310213,Anton Graff,,,männlich,01309,,,Winterthur,Dresden,"Schweiz,Königreich Sachsen,Kurfürstentum Sachsen","bildender Künstler, Hochschullehrer, Maler",1736,1813
http://www.wikidata.org/entity/Q14545218,Antonsplatz,Platz in Dresden,Point(13.7336 51.0489),Platz,http://www.wikidata.org/entity/Q60727,Anton von Sachsen,,,männlich,01067,,,Dresden,Pillnitz,"Kurfürstentum Sachsen,Königreich Sachsen","Kunstsammler, Monarch",1755,1836
http://www.wikidata.org/entity/Q65924444,Bertolt-Brecht-Allee,Straße in Dresden,Point(13.780644 51.04225),Innerortsstraße,http://www.wikidata.org/entity/Q38757,Bertolt Brecht,,,männlich,01309,,,Augsburg,Ost-Berlin,"Österreich,Deutsche Demokratische Republik,Deutsches Kaiserreich,Weimarer Republik","Librettist, Literaturkritiker, Bühnenregisseur, Regisseur, Filmregisseur, Liedtexter, Dramatiker, Dichter, Schriftsteller, Drehbuchautor",1898,1956
http://www.wikidata.org/entity/Q1456957,Albertbrücke,"Elbbrücke in der sächsischen Landeshauptstadt Dresden, Deutschland",Point(13.7545 51.0573),Innerortsstraße,http://www.wikidata.org/entity/Q168657,Albert von Sachsen,,,männlich,"01069, 01097, 01099, 01307",325,,Dresden,Szczodre,Königreich Sachsen,Politiker,1828,1902
http://www.wikidata.org/entity/Q1897647,Marienbrücke,Elbbrücke in der sächsischen Landeshauptstadt Dresden,Point(13.7319 51.0608),Innerortsstraße,http://www.wikidata.org/entity/Q57943,Maria Anna von Bayern,,,weiblich,"01097, 01067",,1846-01-01T00:00:00Z,München,Wachwitz,Königreich Sachsen,Monarch,1805,1877
http://www.wikidata.org/entity/Q1897947,Marienstraße,Straße in Dresden,Point(13.7329 51.0488),Innerortsstraße,http://www.wikidata.org/entity/Q57943,Maria Anna von Bayern,,,weiblich,01067,,,München,Wachwitz,Königreich Sachsen,Monarch,1805,1877
http://www.wikidata.org/entity/Q2639500,Albertstraße,Straße in Dresden,Point(13.7461 51.0603),Innerortsstraße,http://www.wikidata.org/entity/Q168657,Albert von Sachsen,,,männlich,01097,,1892-01-01T00:00:00Z,Dresden,Szczodre,Königreich Sachsen,Politiker,1828,1902
http://www.wikidata.org/entity/Q14545280,Ammonstraße,Straße in Dresden,Point(13.7224 51.0461),Innerortsstraße,http://www.wikidata.org/entity/Q213786,Christoph Ammon,,,männlich,"01069, 01067",1300,,Bayreuth,Dresden,Königreich Sachsen,"Linguist, Hochschullehrer, Theologe",1766,1850
http://www.wikidata.org/entity/Q14546526,Tzschirnerplatz,Platz in Dresden,Point(13.7447 51.0514),Platz,http://www.wikidata.org/entity/Q2218204,Samuel Erdmann Tzschirner,,,männlich,,,,Bautzen,Leipzig,Königreich Sachsen,"Jurist, Rechtsanwalt, Politiker",1812,1870
http://www.wikidata.org/entity/Q56487904,Reichenbachstraße,Straße in Dresden,Point(13.740472222 51.032527777),Innerortsstraße,http://www.wikidata.org/entity/Q58053,Ludwig Reichenbach,,,männlich,"01069, 01217",1.5,1879-01-01T00:00:00Z,Leipzig,Dresden,Königreich Sachsen,"Pteridologe, Bryologe, Mykologe, Botaniker, Entomologe, Hochschullehrer, Ornithologe, Zoologe",1793,1879
http://www.wikidata.org/entity/Q61001497,Goetheallee,Straße in Dresden,Point(13.7953 51.0577),Innerortsstraße,http://www.wikidata.org/entity/Q5879,Q5879,,,männlich,01309,,,Frankfurt am Main,Weimar,Sachsen-Weimar-Eisenach,"Tagebuchschreiber, Autobiograf, Exlibriskünstler, Mineraloge, Kunsttheoretiker, Romancier, Philosoph, Librettist, Literat, Kunstkritiker, Aphoristiker, bildender Künstler, Reiseschriftsteller, Botaniker, Theaterleiter, Kunsthistoriker, Musikkritiker, Maler, Theologe, Staatsmann, Universalgelehrter, Zoologe, Dramatiker, Diplomat, Physiker, Bibliothekar, Jurist, Politiker, Dichter, Rechtsanwalt, Komponist, Schriftsteller",1749,1832
http://www.wikidata.org/entity/Q61740303,Köpckestraße,Straße in Dresden,Point(13.74372 51.05729),Innerortsstraße,http://www.wikidata.org/entity/Q102075,Claus Koepcke,,,männlich,01097,355,,Jork,Dresden,Deutsches Kaiserreich,"Ingenieur, Wissenschaftler",1831,1911
http://www.wikidata.org/entity/Q61740227,Robert-Blum-Straße,Straße in Dresden,Point(13.73755 51.06233),Innerortsstraße,http://www.wikidata.org/entity/Q214977,Robert Blum,,,männlich,01097,,,Köln,Brigittenau,Königreich Preußen,"Revolutionär, Bibliothekar, Politiker, Schriftsteller",1807,1848
http://www.wikidata.org/entity/Q26821646,F.-C.-Weiskopf-Platz,Platz in Dresden-Plauen,Point(13.70676 51.02962),Platz,http://www.wikidata.org/entity/Q216060,Franz Carl Weiskopf,,,männlich,01187,,1897-01-01T00:00:00Z,Prag,Berlin,Österreich-Ungarn,"Prosaist, Meinungsjournalist, Journalist, Übersetzer, Diplomat, Schriftsteller",1900,1955
http://www.wikidata.org/entity/Q63871028,George-Bähr-Straße,Straße in Dresden,Point(13.72554 51.02985),Innerortsstraße,http://www.wikidata.org/entity/Q66169,George Bähr,,,männlich,01069,500,,Fürstenwalde,Dresden,Deutschland,Architekt,1666,1738
http://www.wikidata.org/entity/Q63871206,Eisenstuckstraße,Straße in Dresden,Point(13.72264 51.03523),Innerortsstraße,http://www.wikidata.org/entity/Q1079933,Christian Gottlieb Eisenstuck,,,männlich,01069,990,,Annaberg-Buchholz,Dresden,"Deutschland,Königreich Sachsen","Politiker, Rechtsanwalt",1773,1853
http://www.wikidata.org/entity/Q63976456,Tzschimmerstraße,Straße in Dresden,Point(13.79566 51.04693),Innerortsstraße,http://www.wikidata.org/entity/Q1489741,Gabriel Tzschimmer,,,männlich,01309,680,,Dresden,Dresden,Deutschland,Politiker,1629,1694
http://www.wikidata.org/entity/Q65923992,Gabelsbergerstraße,Straße in Dresden,Point(13.776412 51.04935),Innerortsstraße,http://www.wikidata.org/entity/Q62137,Franz Xaver Gabelsberger,,,männlich,"01309, 01307",,,München,München,Deutschland,Erfinder,1789,1849
http://www.wikidata.org/entity/Q65924314,Dornblüthstraße,Straße in Dresden,Point(13.799837 51.044437),Innerortsstraße,http://www.wikidata.org/entity/Q1894131,Marcus Dornblüth,,,männlich,01277,,,Großenhain,Dresden,Deutschland,Politiker,1642,1715
http://www.wikidata.org/entity/Q24302213,St. Petersburger Straße,Straße in Dresden,Point(13.744234 51.04813),Innerortsstraße,http://www.wikidata.org/entity/Q58020,Friedrich Christian,,,männlich,01069,1600,1965-01-01T00:00:00Z,Dresden,Dresden,Kurfürstentum Sachsen,"Herrscher, Politiker",1722,1763
http://www.wikidata.org/entity/Q31892253,Antonstraße,Straße in Dresden,Point(13.742027 51.064692),Innerortsstraße,http://www.wikidata.org/entity/Q60727,Anton von Sachsen,,,männlich,01097,,,Dresden,Pillnitz,"Kurfürstentum Sachsen,Königreich Sachsen","Kunstsammler, Monarch",1755,1836
http://www.wikidata.org/entity/Q48719471,Käthe-Kollwitz-Ufer,Uferstraße in Dresden,Point(13.783616 51.060718),Innerortsstraße,http://www.wikidata.org/entity/Q142472,Käthe Kollwitz,,,weiblich,"01309, 01307",,,Königsberg,Moritzburg,"Deutsches Kaiserreich,Weimarer Republik","Autobiograf, Exlibriskünstler, Bauzeichner, Druckgrafiker, Lithograf, Zeichner, Designer, Grafiker, Bildhauer, Maler, Illustrator, Künstler, Plakatkünstler",1867,1945
http://www.wikidata.org/entity/Q66214252,Fuchsstraße,Straße in Dresden,Point(13.809609 51.050743),Innerortsstraße,http://www.wikidata.org/entity/Q5746691,Albert Fuchs,,,männlich,01277,,,Basel,Dresden,Schweiz,"Komponist, Dirigent",1858,1910
http://www.wikidata.org/entity/Q63859998,Lennéstraße,Straße in Dresden,Point(13.75088 51.0421),Innerortsstraße,http://www.wikidata.org/entity/Q65910,Peter Joseph Lenné,,,männlich,01069,1030,,Bonn,Potsdam,Königreich Preußen,"Landschaftsarchitekt, Botaniker, Gärtner, Architekt",1789,1866
http://www.wikidata.org/entity/Q63870964,Mommsenstraße,Straße in Dresden,Point(13.72833 51.0272),Innerortsstraße,http://www.wikidata.org/entity/Q25351,Theodor Mommsen,,,männlich,01069,430,,Garding,Charlottenburg,"Königreich Preußen,Herzogtum Schleswig,Deutsches Reich","Althistoriker, Klassischer Archäologe, Epigraphiker, Germanist, Journalist, Rechtshistoriker, Numismatiker, Altertumswissenschaftler, Hochschullehrer, Historiker, Jurist, Politiker, Schriftsteller",1817,1903
http://www.wikidata.org/entity/Q63870986,Helmholtzstraße,Straße in Dresden,Point(13.725 51.02812),Innerortsstraße,http://www.wikidata.org/entity/Q60024,Hermann von Helmholtz,,,männlich,01069,580,,Potsdam,Charlottenburg,"Königreich Preußen,Deutsches Reich","Musiktheoretiker, Musikwissenschaftler, Facharzt für Augenheilkunde, Biophysiker, Philosoph, Anatom, Militärarzt, Pathologe, Physiologe, Hochschullehrer, Psychologe, Physiker, Naturwissenschaftler",1821,1894
http://www.wikidata.org/entity/Q61754725,Friedrichstraße,Straße in Dresden,Point(13.71941 51.0595),Innerortsstraße,http://www.wikidata.org/entity/Q53444,Friedrich August I.,,,männlich,01067,,,Dresden,Dresden,"Königreich Sachsen,Polen-Litauen",,1750,1827
http://www.wikidata.org/entity/Q63859415,Bernhardstraße,Straße in Dresden,Point(13.71892 51.03215),Innerortsstraße,http://www.wikidata.org/entity/Q73063,Bernhard von Lindenau,,,männlich,"01187, 01069",2870,,Altenburg,Altenburg,"Königreich Sachsen,Sachsen-Altenburg","Politiker, Rechtsanwalt, Astronom",1779,1854
http://www.wikidata.org/entity/Q63870940,Neubertstraße,Straße in Dresden,Point(13.77437 51.05836),Innerortsstraße,http://www.wikidata.org/entity/Q30968847,Heinrich Moritz Neubert,,,männlich,01307,485,,Ehrenfriedersdorf,Dresden,"Königreich Sachsen,Deutsches Reich","Jurist, Bürgermeister",1809,1881
http://www.wikidata.org/entity/Q1471740,Fröbelstraße,Straße in Dresden,Point(13.7051 51.0511),Innerortsstraße,http://www.wikidata.org/entity/Q76679,Friedrich Fröbel,,,männlich,01159,,,Oberweißbach/Thüringer Wald,Marienthal (Bad Liebenstein),Schwarzburg-Rudolstadt,"Sachbuchautor, Pädagoge, Fußballspieler, Lehrer, Schriftsteller",1782,1852
http://www.wikidata.org/entity/Q2235760,Schillerplatz,Platz in Dresden,Point(13.8069 51.0521),Platz,http://www.wikidata.org/entity/Q22670,Friedrich Schiller,,,männlich,01309,,,Marbach am Neckar,Weimar,"Sachsen-Weimar,Herzogtum Württemberg","Ästhetiker, Romancier, Philosoph, Militärarzt, Journalist, Hochschullehrer, Dichterarzt, Übersetzer, Dramatiker, Historiker, Bibliothekar, Arzt, Dichter, Schriftsteller",1759,1805
http://www.wikidata.org/entity/Q67445717,Rathenauplatz,Platz in Dresden,Point(13.747126 51.051496),Innerortsstraße,http://www.wikidata.org/entity/Q135645,Walther Rathenau,,,männlich,01069,,,Berlin,Berlin,"Deutschland,Königreich Preußen,Deutsches Kaiserreich,Weimarer Republik","Science-Fiction-Schriftsteller, Kunstsammler, Unternehmer, Politiker, Ingenieur, Schriftsteller",1867,1922
http://www.wikidata.org/entity/Q67445717,Rathenauplatz,Platz in Dresden,Point(13.747126 51.051496),Platz,http://www.wikidata.org/entity/Q135645,Walther Rathenau,,,männlich,01069,,,Berlin,Berlin,"Deutschland,Königreich Preußen,Deutsches Kaiserreich,Weimarer Republik","Science-Fiction-Schriftsteller, Kunstsammler, Unternehmer, Politiker, Ingenieur, Schriftsteller",1867,1922
http://www.wikidata.org/entity/Q67471251,Dr.-Külz-Ring,Straße in Dresden,Point(13.737697 51.047327),Innerortsstraße,http://www.wikidata.org/entity/Q70087,Wilhelm Külz,,,männlich,01067,,,Borna,Berlin,"Deutschland,Deutsche Demokratische Republik","Lord Mayor, Politiker, Rechtsanwalt",1875,1948
http://www.wikidata.org/entity/Q15791181,Carolaplatz,Verkehrsknotenpunkt im Regierungsviertel der Dresdner Neustadt,Point(13.74633333 51.05733333),Platz,http://www.wikidata.org/entity/Q60380,Carola von Wasa-Holstein-Gottorp,,,weiblich,01097,,,Schloss Schönbrunn,Dresden,Königreich Sachsen,Philanthrop,1833,1907
http://www.wikidata.org/entity/Q16267491,Carusufer,Innerortsstraße in der Inneren Neustadt Dresdens,Point(13.755725 51.06011944),Innerortsstraße,http://www.wikidata.org/entity/Q61987,Carl Gustav Carus,,,männlich,01099,,,Leipzig,Dresden,Königreich Sachsen,"Landschaftsmaler, Anatom, Zeichner, Philosoph, Gynäkologe, Botaniker, Hochschullehrer, Maler, Psychologe, Arzt",1789,1869
http://www.wikidata.org/entity/Q66279166,Bertolt-Brecht-Platz,Platz in Dresden,Point(13.77961 51.037993),Platz,http://www.wikidata.org/entity/Q38757,Bertolt Brecht,,,männlich,01309,,,Augsburg,Ost-Berlin,"Österreich,Deutsche Demokratische Republik,Weimarer Republik,Deutsches Kaiserreich","Librettist, Literaturkritiker, Regisseur, Bühnenregisseur, Filmregisseur, Liedtexter, Dramatiker, Dichter, Schriftsteller, Drehbuchautor",1898,1956
http://www.wikidata.org/entity/Q66212546,Schaufußstraße,Straße in Dresden,Point(13.812156 51.039653),Innerortsstraße,http://www.wikidata.org/entity/Q15445019,Ludwig Wilhelm Schaufuß,,,männlich,01277,,,Greiz,Meißen,Deutschland,"Entomologe, Conchologe, Museologe, Kaufmann, Naturwissenschaftler, Schriftsteller",1833,1890
http://www.wikidata.org/entity/Q66212546,Schaufußstraße,Straße in Dresden,Point(13.812156 51.039653),Innerortsstraße,http://www.wikidata.org/entity/Q15445019,Ludwig Wilhelm Schaufuß,,,männlich,01277,,,Greiz,Dresden,Deutschland,"Entomologe, Conchologe, Museologe, Kaufmann, Naturwissenschaftler, Schriftsteller",1833,1890
http://www.wikidata.org/entity/Q66212739,Simrockstraße,Straße in Dresden,Point(13.812675 51.044181),Innerortsstraße,http://www.wikidata.org/entity/Q70350,Karl Simrock,,,männlich,01277,,,Bonn,Bonn,Deutschland,"Linguist, Germanist, Hochschullehrer, Dichterjurist, Übersetzer, Dichter",1802,1876
http://www.wikidata.org/entity/Q66213105,Ludwig-Hartmann-Straße,Straße in Dresden,Point(13.812282 51.04125),Innerortsstraße,http://www.wikidata.org/entity/Q1874501,Ludwig Hartmann,,,männlich,01277,,,Neuss,Dresden,Deutschland,"Musikkritiker, Pianist, Komponist, Schriftsteller",1836,1910
http://www.wikidata.org/entity/Q66213530,Polenzstraße,Straße in Dresden,Point(13.808694 51.04093),Innerortsstraße,http://www.wikidata.org/entity/Q1914148,Maximilian von Polenz,,,männlich,01277,,,Chemnitz,Niederlößnitz,Deutschland,"Amtshauptmann, Politiker",1837,1907
http://www.wikidata.org/entity/Q66216973,Hans-Böhm-Straße,Straße in Dresden-Blasewitz,Point(13.803703 51.054888),Innerortsstraße,http://www.wikidata.org/entity/Q878610,Jean Louis Nicodé,,,männlich,01309,,,Jeżyce,Langebrück,Deutschland,"Pianist, Dirigent, Komponist",1853,1919
http://www.wikidata.org/entity/Q66216973,Hans-Böhm-Straße,Straße in Dresden-Blasewitz,Point(13.803703 51.054888),Innerortsstraße,http://www.wikidata.org/entity/Q18020675,Hans Böhm,,,männlich,01309,,,Struppen,Dresden,Deutschland,"Hochschullehrer, Meinungsjournalist",1909,1999
http://www.wikidata.org/entity/Q66278174,Bräterstraße,Straße in Dresden,Point(13.78508 51.0394),Innerortsstraße,http://www.wikidata.org/entity/Q1286065,Edmund Bräter,,,männlich,01309,,,Dresden,Langebrück,Deutschland,Architekt,1855,1925
http://www.wikidata.org/entity/Q61740275,Zwinglistraße,Straße in Dresden,Point(13.78322 51.03395),Innerortsstraße,http://www.wikidata.org/entity/Q123034,Huldrych Zwingli,,,männlich,01277,,,Wildhaus,Kappel am Albis,Alte Eidgenossenschaft,"Reformator, Theologe, Prediger, Übersetzer, Priester, Schriftsteller",1484,1531
http://www.wikidata.org/entity/Q67603964,Hertha-Lindner-Straße,Straße in Dresden,Point(13.72903 51.051467),Innerortsstraße,http://www.wikidata.org/entity/Q1614691,Herta Lindner,,,weiblich,01067,,,Bohosudov,Berlin-Plötzensee,"NS-Staat,Deutsches Reich",,1920,1943
http://www.wikidata.org/entity/Q67603964,Hertha-Lindner-Straße,Straße in Dresden,Point(13.72903 51.051467),Innerortsstraße,http://www.wikidata.org/entity/Q1614691,Herta Lindner,,,weiblich,01067,,,Bohosudov,Justizvollzugsanstalt Plötzensee,"NS-Staat,Deutsches Reich",,1920,1943
http://www.wikidata.org/entity/Q67600891,Chiaverigasse,Straße in Dresden,Point(13.737256 51.053124),Innerortsstraße,http://www.wikidata.org/entity/Q882194,Gaetano Chiaveri,,,männlich,01067,,,Rom,Foligno,Italien,"Generalunternehmer, Architekt",1689,1770
http://www.wikidata.org/entity/Q67443706,Pestalozzistraße,Straße in Dresden,Point(13.75667 51.05132),Innerortsstraße,http://www.wikidata.org/entity/Q105428,Johann Heinrich Pestalozzi,,,männlich,01069,,,Zürich,Brugg,Schweiz,Pädagoge,1746,1827
http://www.wikidata.org/entity/Q63860186,Rudolf-Renner-Straße,Straße in Dresden,Point(13.69251 51.04747),Innerortsstraße,http://www.wikidata.org/entity/Q1774893,Rudolf Renner,,,männlich,"01157, 01159",1050,,,KZ Buchenwald,Deutsches Reich,Politiker,1894,1940
http://www.wikidata.org/entity/Q16011823,Robert-Matzke-Straße,Straße in Dresden,Point(13.717922 51.0795518),Innerortsstraße,http://www.wikidata.org/entity/Q15978392,Robert Matzke,,,männlich,01127,,,Malinnik (Cieplice Śląskie-Zdrój),Dresden,Deutsches Reich,Politiker,1884,1943
http://www.wikidata.org/entity/Q72661000,Alexander-Herzen-Straße,Straße in Dresden-Klotzsche,Point(13.786584 51.119335),Innerortsstraße,http://www.wikidata.org/entity/Q201221,Alexander Iwanowitsch Herzen,,,männlich,01109,,,Moskau,Paris,"Schweiz,Frankreich,Russland,Russisches Kaiserreich","Prosaist, Autobiograf, Meinungsjournalist, Revolutionär, Philosoph, Literaturkritiker, Journalist, Pädagoge, Politiker, Lehrer, Schriftsteller",1812,1870
http://www.wikidata.org/entity/Q67376871,Meinholdstraße,Straße in Dresden,Point(13.733626 51.099016),Innerortsstraße,http://www.wikidata.org/entity/Q1037311,Carl Christian Meinhold,,,männlich,01129,,,Marienberg,,Deutschland,Verleger,1740,1827
http://www.wikidata.org/entity/Q67429600,Fiedlerstraße,Straße in Dresden,Point(13.778421 51.054022),Innerortsstraße,http://www.wikidata.org/entity/Q2644951,Alfred Fiedler,,,männlich,01307,,,Moritzburg,Dresden,Deutschland,"Hochschullehrer, Arzt",1835,1921
http://www.wikidata.org/entity/Q67431590,Mildred-Scheel-Straße,Straße in Dresden,Point(13.784034 51.055058),Innerortsstraße,http://www.wikidata.org/entity/Q66805,Mildred Scheel,,,weiblich,01307,,,Köln,Köln,Deutschland,Arzt,1932,1985
http://www.wikidata.org/entity/Q67432173,Terscheckstraße,Straße in Dresden,Point(13.774286 51.056933),Innerortsstraße,http://www.wikidata.org/entity/Q1036690,Carl Adolph Terscheck,,,männlich,01307,,,Elsterwerda,Dresden,Deutschland,"Botaniker, Gärtner",1782,1869
http://www.wikidata.org/entity/Q67439618,Arnoldstraße,Straße in Dresden,Point(13.768382 51.057209),Innerortsstraße,http://www.wikidata.org/entity/Q1693000,Johann Christoph Arnold,,,männlich,01307,,,Hartmannsdorf,Dresden,Deutschland,"Verleger, Schriftsteller",1763,1847
http://www.wikidata.org/entity/Q67439808,Pfeifferhannsstraße,Straße in Dresden,Point(13.765624 51.05754),Innerortsstraße,http://www.wikidata.org/entity/Q1598478,Heinrich Pfeiffer,,,männlich,01307,,,Mühlhausen/Thüringen,Mühlhausen/Thüringen,Deutschland,Prediger,1450,1525
