Ident;Straßenschlüssel;Straßenname;Ungerade Hausnummer von;Ungerade Hausnummer bis;Gerade Hausnummer von;Gerade Hausnummer bis;Stadtbezirk/Ortschaft;Gemarkung;Statistischer Bezirk;Finanzamtsbereich;PLZ;Bundestagswahlkreis;Landtagswahlkreis;Kommunalwahlkreis
4924;10004;"Teplitzer Straße                   ";"    ";"    ";"10  ";"12  ";"Plauen              ";"Dresden-Altstadt 2       ";824  Südvs.-Ost(Ackermannstr);"Süd ";01219;158;"  ";"  "
4925;10004;"Teplitzer Straße                   ";"15  ";"45a ";"    ";"    ";"Prohlis             ";"Strehlen                 ";761  Strehlen(August-Bebel-Str);"Süd ";01219;158;"  ";"  "
4926;10004;"Teplitzer Straße                   ";"    ";"    ";"16  ";"28  ";"Plauen              ";"Dresden-Altstadt 2       ";825  Südvs.-Ost(Wundtstr);"Süd ";01219;158;"  ";"  "
4927;10004;"Teplitzer Straße                   ";"    ";"    ";"32  ";"34  ";"Plauen              ";"Strehlen                 ";839  Strehlen-SW(Donndorfstr);"Süd ";01219;158;"  ";"  "
4928;10004;"Teplitzer Straße                   ";"    ";"    ";"36  ";"58  ";"Prohlis             ";"Strehlen                 ";764  Strehlen(Geystr);"Süd ";01219;158;"  ";"  "
4929;10004;"Teplitzer Straße                   ";"47  ";"67  ";"    ";"    ";"Prohlis             ";"Strehlen                 ";763  Strehlen(Lenbachstr);"Süd ";01219;158;"  ";"  "
4930;10004;"Teplitzer Straße                   ";"71  ";"85  ";"    ";"    ";"Prohlis             ";"Strehlen                 ";762  Strehlen(Rayskistr);"Süd ";01219;158;"  ";"  "
4931;10004;"Teplitzer Straße                   ";"    ";"    ";"72  ";"78  ";"Prohlis             ";"Mockritz                 ";759  Mockritz-Ost(Gostritzer Str);"Süd ";01219;158;"  ";"  "
4932;10004;"Teplitzer Straße                   ";"    ";"    ";"80  ";"88  ";"Prohlis             ";"Strehlen                 ";759  Mockritz-Ost(Gostritzer Str);"Süd ";01219;158;"  ";"  "
4933;10004;"Teplitzer Straße                   ";"    ";"    ";"90  ";"96  ";"Prohlis             ";"Strehlen                 ";758  Leubnitz(Feuerbachstr);"Süd ";01219;158;"  ";"  "
4934;10004;"Teplitzer Straße                   ";"93  ";"103 ";"    ";"    ";"Prohlis             ";"Strehlen                 ";765  Strehlen(Eugen-Bracht-Str);"Süd ";01219;158;"  ";"  "
4935;10004;"Teplitzer Straße                   ";"    ";"    ";"98  ";"112 ";"Prohlis             ";"Strehlen                 ";756  Leubnitz(Wieckestr);"Süd ";01219;158;"  ";"  "
4936;00158;"Terrassengasse                     ";"    ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 1       ";011  Innere Altstadt-Ost;"Süd ";01067;158;"  ";"  "
4937;00069;"Terrassenufer                      ";"1   ";"7   ";"2   ";"    ";"Altstadt            ";"Dresden-Altstadt 1       ";011  Innere Altstadt-Ost;"Süd ";01067;158;"  ";"  "
4938;00069;"Terrassenufer                      ";"15  ";"19  ";"12  ";"18  ";"Altstadt            ";"Dresden-Altstadt 1       ";025  Pirnaische Vs.(Steinstr);"Süd ";01069;158;"  ";"  "
4939;00069;"Terrassenufer                      ";"21  ";"27  ";"20  ";"26  ";"Altstadt            ";"Dresden-Altstadt 1       ";024  Pirnaische Vs.(Pestalozzistr);"Süd ";01069;158;"  ";"  "
4940;00069;"Terrassenufer                      ";"U   ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 1       ";012  Innere Altstadt-West;"Süd ";01067;158;"  ";"  "
4941;00069;"Terrassenufer                      ";"U   ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 1       ";041  Wilsdruffer Vs.(Ostra-Allee);"Süd ";01067;158;"  ";"  "
4942;08015;"Terscheckstraße                    ";"    ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 2       ";067  Johannst.-Nord(Neubertstr);"Süd ";01307;158;"  ";"  "
4943;10061;"Tetschener Straße                  ";"1   ";"27  ";"    ";"    ";"Blasewitz           ";"Gruna                    ";578  Gruna(Karcherallee);"Süd ";01277;158;"  ";"  "
4944;10061;"Tetschener Straße                  ";"    ";"    ";"6   ";"28  ";"Blasewitz           ";"Gruna                    ";577  Gruna(Beilstr);"Süd ";01277;158;"  ";"  "
4945;10061;"Tetschener Straße                  ";"31  ";"    ";"    ";"    ";"Blasewitz           ";"Gruna                    ";571  Gruna(Karl-Roth-Str);"Süd ";01277;158;"  ";"  "
4946;10061;"Tetschener Straße                  ";"    ";"    ";"32  ";"    ";"Blasewitz           ";"Striesen                 ";571  Gruna(Karl-Roth-Str);"Süd ";01277;158;"  ";"  "
4947;10061;"Tetschener Straße                  ";"    ";"    ";"34  ";"    ";"Blasewitz           ";"Striesen                 ";571  Gruna(Karl-Roth-Str);"Süd ";01309;158;"  ";"  "
4948;08034;"Teutoburgstraße                    ";"7   ";"13  ";"6   ";"12a ";"Blasewitz           ";"Striesen                 ";544  Striesen-West(Löscherstr);"Süd ";01309;158;"  ";"  "
4949;08034;"Teutoburgstraße                    ";"15  ";"    ";"14  ";"14a ";"Blasewitz           ";"Striesen                 ";545  Striesen-West(Alemannenstr);"Süd ";01309;158;"  ";"  "
4950;12002;"Tharandter Straße                  ";"3   ";"13  ";"8   ";"30a ";"Cotta               ";"Löbtau                   ";931  Löbtau-Süd(Schillingstr);"Süd ";01159;159;"  ";"  "
4951;12002;"Tharandter Straße                  ";"15  ";"49d ";"36  ";"58  ";"Cotta               ";"Löbtau                   ";932  Löbtau-Süd(Frankenbergstr);"Süd ";01159;159;"  ";"  "
4952;12002;"Tharandter Straße                  ";"55  ";"    ";"    ";"    ";"Cotta               ";"Plauen                   ";932  Löbtau-Süd(Frankenbergstr);"Süd ";01187;159;"  ";"  "
4953;12002;"Tharandter Straße                  ";"61  ";"79  ";"    ";"    ";"Cotta               ";"Plauen                   ";933  Löbtau-Süd(Altfrankener Str);"Süd ";01187;159;"  ";"  "
4954;12002;"Tharandter Straße                  ";"    ";"    ";"62  ";"96  ";"Cotta               ";"Löbtau                   ";933  Löbtau-Süd(Altfrankener Str);"Süd ";01187;159;"  ";"  "
4955;12002;"Tharandter Straße                  ";"99  ";"121 ";"106 ";200g;"Cotta               ";"Dölzschen                ";945  Dölzschen;"Süd ";01187;159;"  ";"  "
4956;12002;"Tharandter Straße                  ";"151 ";"    ";"    ";"    ";"Plauen              ";"Coschütz                 ";852  Coschütz-West;"Süd ";01187;158;"  ";"  "
4957;12002;"Tharandter Straße                  ";"153 ";"155 ";"    ";"    ";"Cotta               ";"Dölzschen                ";945  Dölzschen;"Süd ";01189;159;"  ";"  "
4958;12002;"Tharandter Straße                  ";"197 ";199b;"    ";"    ";"Cotta               ";"Dölzschen                ";945  Dölzschen;"Süd ";01187;159;"  ";"  "
4959;01012;"Thäterstraße                       ";"    ";"    ";"    ";"    ";"Pieschen            ";"Übigau                   ";227  Übigau;Nord;01139;159;"  ";"  "
4960;00155;"Theaterplatz                       ";"    ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 1       ";012  Innere Altstadt-West;"Süd ";01067;158;"  ";"  "
4961;00140;"Theaterstraße                      ";"    ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 1       ";041  Wilsdruffer Vs.(Ostra-Allee);"Süd ";01067;158;"  ";"  "
4962;11182;"Theilestraße                       ";"    ";"    ";"    ";"    ";"Prohlis             ";"Lockwitz                 ";742  Lockwitz;"Süd ";01257;158;"  ";"  "
4963;11082;"Theisewitzer Straße                ";"    ";"    ";"    ";"    ";"Plauen              ";"Mockritz                 ";845  Altmockritz/Altpestitz;"Süd ";01217;158;"  ";"  "
4964;05159;"Theodor-Fontane-Straße             ";"3   ";"7   ";"2   ";"6   ";"Klotzsche           ";"Klotzsche                ";316  Klotzsche(Königswald-Nord);Nord;01109;159;"  ";"  "
4965;05159;"Theodor-Fontane-Straße             ";"11  ";"    ";"8   ";"24  ";"Klotzsche           ";"Klotzsche                ";318  Klotzsche(Binzer Weg);Nord;01109;159;"  ";"  "
4966;05159;"Theodor-Fontane-Straße             ";"25  ";"    ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";317  Klotzsche(Selliner Str);Nord;01109;159;"  ";"  "
4967;09306;"Theodor-Friedrich-Weg              ";"    ";"    ";"    ";"    ";"Blasewitz           ";"Tolkewitz                ";551  Tolkewitz(Wehlener Str);"Süd ";01279;158;"  ";"  "
4968;11143;"Theodor-Storm-Straße               ";"    ";"    ";"    ";"    ";"Prohlis             ";"Leubnitz-Neuostra        ";752  Leubnitz(Leubnitzer Höhe);"Süd ";01219;158;"  ";"  "
4969;09102;"Theodorstraße                      ";"    ";"    ";"    ";"    ";"Blasewitz           ";"Tolkewitz                ";551  Tolkewitz(Wehlener Str);"Süd ";01279;158;"  ";"  "
4970;09201;"Therese-Malten-Straße              ";"    ";"    ";"    ";"    ";"Leuben              ";"Zschieren                ";634  Zschieren;"Süd ";01259;158;"  ";"  "
4971;00021;"Theresienstraße                    ";"    ";"    ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";131  Innere Neust.(Königstr);Nord;01097;159;"  ";"  "
4972;08114;"Thielaustraße                      ";"1   ";"5   ";"2   ";"6   ";"Blasewitz           ";"Blasewitz                ";514  Blasewitz(Kretschmerstr);"Süd ";01309;158;"  ";"  "
4973;08114;"Thielaustraße                      ";"7   ";"9   ";"8   ";"10  ";"Blasewitz           ";"Striesen                 ";523  Striesen-Ost(Pohlandstr);"Süd ";01309;158;"  ";"  "
4974;09048;"Thiemestraße                       ";"    ";"    ";"    ";"    ";"Blasewitz           ";"Striesen                 ";538  Striesen-Süd(Glashütter Str);"Süd ";01277;158;"  ";"  "
4975;09296;"Thomaestraße                       ";"    ";"    ";"58  ";"    ";"Altstadt            ";"Dresden-Altstadt 2       ";079  Johannst.-Süd(Lortzingstr);"Süd ";01307;158;"  ";"  "
4976;09296;"Thomaestraße                       ";"    ";"    ";"60  ";"    ";"Altstadt            ";"Dresden-Altstadt 2       ";076  Johannst.-Süd(Cranachstr);"Süd ";01307;158;"  ";"  "
4977;09296;"Thomaestraße                       ";"    ";"    ";"62  ";"66  ";"Altstadt            ";"Dresden-Altstadt 2       ";078  Johannst.-Süd(M.-Cebotari-Str);"Süd ";01307;158;"  ";"  "
4978;09296;"Thomaestraße                       ";"U   ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 2       ";077  Johannst.-Süd(Zöllnerstr);"Süd ";01307;158;"  ";"  "
4979;11142;"Thomas-Mann-Straße                 ";"7   ";"25  ";"10  ";"42  ";"Prohlis             ";"Leubnitz-Neuostra        ";752  Leubnitz(Leubnitzer Höhe);"Süd ";01219;158;"  ";"  "
4980;11142;"Thomas-Mann-Straße                 ";"27  ";"37  ";"    ";"    ";"Prohlis             ";"Torna                    ";752  Leubnitz(Leubnitzer Höhe);"Süd ";01219;158;"  ";"  "
4981;11142;"Thomas-Mann-Straße                 ";"39  ";"47  ";"    ";"    ";"Prohlis             ";"Leubnitz-Neuostra        ";752  Leubnitz(Leubnitzer Höhe);"Süd ";01219;158;"  ";"  "
4982;11142;"Thomas-Mann-Straße                 ";"    ";"    ";"44  ";"66  ";"Prohlis             ";"Torna                    ";752  Leubnitz(Leubnitzer Höhe);"Süd ";01219;158;"  ";"  "
4983;11142;"Thomas-Mann-Straße                 ";"U   ";"    ";"    ";"    ";"Prohlis             ";"Leubnitz-Neuostra        ";755  Leubnitz(Altleubnitz);"Süd ";01219;158;"  ";"  "
4984;08007;"Thomas-Müntzer-Platz               ";"    ";"    ";"2   ";"    ";"Altstadt            ";"Dresden-Altstadt 2       ";064  Johannst.-N(Pfeifferhannsstr);"Süd ";01307;158;"  ";"  "
4985;08007;"Thomas-Müntzer-Platz               ";"3   ";"11  ";"4   ";"10  ";"Altstadt            ";"Dresden-Altstadt 2       ";065  Johannst.-Nord(Th.-Müntzer-Pl);"Süd ";01307;158;"  ";"  "
4986;09308;"Thömelstraße                       ";"    ";"    ";"    ";"    ";"Leuben              ";"Meußlitz                 ";633  Meußlitz;"Süd ";01259;158;"  ";"  "
4987;11054;"Thormeyerstraße                    ";"    ";"    ";"    ";"    ";"Plauen              ";"Strehlen                 ";839  Strehlen-SW(Donndorfstr);"Süd ";01217;158;"  ";"  "
4988;10187;"Thürmsdorfer Straße                ";"    ";"    ";"    ";"    ";"Leuben              ";"Großzschachwitz          ";645  Großzschachwitz(Schweizstr);"Süd ";01259;158;"  ";"  "
4989;14239;"Thymianweg                         ";"    ";"    ";"    ";"    ";"Cotta               ";"Omsewitz                 ";978  Neu-Omsewitz(Thymianweg);"Süd ";01169;159;"  ";"  "
4990;03040;"Tichatscheckstraße                 ";"    ";"    ";"2   ";"4a  ";"Pieschen            ";"Pieschen                 ";214  Pieschen-Süd(Altpieschen);Nord;01139;159;"  ";"  "
4991;03040;"Tichatscheckstraße                 ";"7   ";"15  ";"10  ";"22  ";"Pieschen            ";"Mickten                  ";223  Mickten(Dreyßigplatz);Nord;01139;159;"  ";"  "
4992;03040;"Tichatscheckstraße                 ";"25  ";"49  ";"30  ";"50  ";"Pieschen            ";"Trachau                  ";221  Trachau-Süd(Alttrachau);Nord;01139;159;"  ";"  "
4993;05143;"Tichystraße                        ";"1   ";"15  ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";314  Klotzsche(Am Trobischberg);Nord;01109;159;"  ";"  "
4994;05143;"Tichystraße                        ";"    ";"    ";"2   ";"14  ";"Klotzsche           ";"Klotzsche                ";316  Klotzsche(Königswald-Nord);Nord;01109;159;"  ";"  "
4995;06057;"Tieckstraße                        ";"    ";"    ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";134  Äußere Neust.(Hoyerswerd. Str);Nord;01099;159;"  ";"  "
4996;07030;"Tiedgestraße                       ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Loschwitz                ";413  Oberloschwitz;Nord;01326;159;"  ";"  "
4997;10007;"Tiergartenstraße                   ";"1   ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 2       ";035  Großer Garten;"Süd ";01219;158;"  ";"  "
4998;10007;"Tiergartenstraße                   ";"    ";"    ";"8   ";"76  ";"Altstadt            ";"Strehlen                 ";034  Strehlen(Tiergartenstr);"Süd ";01219;158;"  ";"  "
4999;10007;"Tiergartenstraße                   ";"79  ";"91  ";"78  ";"94  ";"Blasewitz           ";"Strehlen                 ";579  Strehlen-Nordost(Basteistr);"Süd ";01219;158;"  ";"  "
5000;10007;"Tiergartenstraße                   ";"    ";"    ";"96  ";"    ";"Blasewitz           ";"Strehlen                 ";579  Strehlen-Nordost(Basteistr);"Süd ";01277;158;"  ";"  "
5001;06027;"Timaeusstraße                      ";"    ";"    ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";112  Äußere Neust.(Timäusstr);Nord;01099;159;"  ";"  "
5002;11075;"Tirmannstraße                      ";"    ";"    ";"    ";"    ";"Plauen              ";"Kleinpestitz             ";845  Altmockritz/Altpestitz;"Süd ";01217;158;"  ";"  "
5003;09320;"Tiroler Straße                     ";"    ";"    ";"    ";"    ";"Leuben              ";"Laubegast                ";626  Laubegast(Kärntner Weg);"Süd ";01279;158;"  ";"  "
5004;09013;"Tischerstraße                      ";"    ";"    ";"    ";"    ";"Blasewitz           ";"Striesen                 ";532  Striesen-Süd(Mosenstr);"Süd ";01309;158;"  ";"  "
5005;08083;"Tittmannstraße                     ";"1   ";"29b ";"    ";"    ";"Blasewitz           ";"Striesen                 ";545  Striesen-West(Alemannenstr);"Süd ";01309;158;"  ";"  "
5006;08083;"Tittmannstraße                     ";"    ";"    ";"2   ";"20b ";"Blasewitz           ";"Striesen                 ";544  Striesen-West(Löscherstr);"Süd ";01309;158;"  ";"  "
5007;08083;"Tittmannstraße                     ";"    ";"    ";"22  ";"28  ";"Blasewitz           ";"Striesen                 ";543  Striesen-West(Wormser Pl);"Süd ";01309;158;"  ";"  "
5008;08083;"Tittmannstraße                     ";"29c ";"47  ";"32  ";"46  ";"Blasewitz           ";"Striesen                 ";542  Striesen-West(Tittmannstr);"Süd ";01309;158;"  ";"  "
5009;11231;"Tizianstraße                       ";"    ";"    ";"    ";"    ";"Plauen              ";"Zschertnitz              ";838  Zschertnitz(Tizianstr);"Süd ";01217;158;"  ";"  "
5010;09099;"Toeplerstraße                      ";"5   ";"25  ";"2   ";"46  ";"Blasewitz           ";"Tolkewitz                ";551  Tolkewitz(Wehlener Str);"Süd ";01279;158;"  ";"  "
5011;09099;"Toeplerstraße                      ";"31  ";"    ";"48  ";"68  ";"Blasewitz           ";"Tolkewitz                ";552  Tolkewitz(Knappestr);"Süd ";01279;158;"  ";"  "
5012;11188;"Tögelstraße                        ";"    ";"    ";"    ";"    ";"Prohlis             ";"Lockwitz                 ";742  Lockwitz;"Süd ";01257;158;"  ";"  "
5013;08104;"Tolkewitzer Straße                 ";"    ";"    ";"2   ";"18  ";"Blasewitz           ";"Blasewitz                ";514  Blasewitz(Kretschmerstr);"Süd ";01277;158;"  ";"  "
5014;08104;"Tolkewitzer Straße                 ";"13  ";"41  ";"22  ";"38a ";"Blasewitz           ";"Blasewitz                ";515  Blasewitz(Oehmestr);"Süd ";01277;158;"  ";"  "
5015;08104;"Tolkewitzer Straße                 ";"45  ";"61  ";"40  ";"54  ";"Blasewitz           ";"Blasewitz                ";516  Neugruna(Gustav-Freytag-Str);"Süd ";01277;158;"  ";"  "
5016;08104;"Tolkewitzer Straße                 ";"65  ";"81  ";"    ";"    ";"Blasewitz           ";"Tolkewitz                ";516  Neugruna(Gustav-Freytag-Str);"Süd ";01277;158;"  ";"  "
5017;08104;"Tolkewitzer Straße                 ";"    ";"    ";"74  ";"    ";"Blasewitz           ";"Tolkewitz                ";559  Johannisfriedhof/Krematorium;"Süd ";01279;158;"  ";"  "
5018;08104;"Tolkewitzer Straße                 ";"83  ";"85  ";"    ";"    ";"Blasewitz           ";"Tolkewitz                ";516  Neugruna(Gustav-Freytag-Str);"Süd ";01279;158;"  ";"  "
5019;08104;"Tolkewitzer Straße                 ";"    ";"    ";"86  ";"94  ";"Blasewitz           ";"Tolkewitz                ";551  Tolkewitz(Wehlener Str);"Süd ";01279;158;"  ";"  "
5020;08104;"Tolkewitzer Straße                 ";"U   ";"    ";"    ";"    ";"Blasewitz           ";"Blasewitz                ";512  Blasewitz(Schillerpl);"Süd ";01309;158;"  ";"  "
5021;06072;"Tolstoistraße                      ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Loschwitz                ";411  Loschwitz(Schevenstr);Nord;01326;159;"  ";"  "
5022;14130;"Tonbergstraße                      ";"9   ";"19  ";"2   ";"18  ";"Cotta               ";"Cotta                    ";911  Cotta(Cossebauder Str);"Süd ";01157;159;"  ";"  "
5023;14130;"Tonbergstraße                      ";"U   ";"    ";"    ";"    ";"Cotta               ";"Cotta                    ";912  Cotta(Grillparzerplatz);"Süd ";01157;159;"  ";"  "
5024;05281;"Toni-Sender-Straße                 ";"    ";"    ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";152  Albertstadt-West;Nord;01099;159;"  ";"  "
5025;00159;"Töpferstraße                       ";"    ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 1       ";011  Innere Altstadt-Ost;"Süd ";01067;158;"  ";"  "
5026;03013;"Torgauer Straße                    ";"3   ";"41  ";"2   ";"58  ";"Pieschen            ";"Pieschen                 ";213  Pieschen-Süd(Torgauer Str);Nord;01127;159;"  ";"  "
5027;03013;"Torgauer Straße                    ";"43  ";"45  ";"    ";"    ";"Pieschen            ";"Pieschen                 ";215  Pieschen-Süd(Leisniger Pl);Nord;01127;159;"  ";"  "
5028;11148;"Tornaer Ring                       ";"1   ";"21  ";"2   ";"34  ";"Prohlis             ";"Leubnitz-Neuostra        ";751  Torna;"Süd ";01239;158;"  ";"  "
5029;11148;"Tornaer Ring                       ";"23  ";"33  ";"36  ";"40  ";"Prohlis             ";"Torna                    ";751  Torna;"Süd ";01239;158;"  ";"  "
5030;10129;"Tornaer Straße                     ";"    ";"    ";"2   ";"52  ";"Prohlis             ";"Reick                    ";772  Reick(Am Lehmhaus);"Süd ";01237;158;"  ";"  "
5031;10129;"Tornaer Straße                     ";"11  ";"43b ";"    ";"    ";"Prohlis             ";"Prohlis                  ";711  Prohlis-Nord(Dohnaer Pl);"Süd ";01237;158;"  ";"  "
5032;10129;"Tornaer Straße                     ";"45  ";"53  ";"54  ";"60a ";"Prohlis             ";"Leubnitz-Neuostra        ";751  Torna;"Süd ";01239;158;"  ";"  "
5033;10129;"Tornaer Straße                     ";"55  ";"63  ";"62  ";"86  ";"Prohlis             ";"Torna                    ";751  Torna;"Süd ";01239;158;"  ";"  "
5034;10129;"Tornaer Straße                     ";"U   ";"    ";"    ";"    ";"Prohlis             ";"Reick                    ";773  Reick(Lübbenauer Str);"Süd ";01237;158;"  ";"  "
5035;10139;"Torweg                             ";"    ";"    ";"    ";"    ";"Prohlis             ";"Prohlis                  ";711  Prohlis-Nord(Dohnaer Pl);"Süd ";01237;158;"  ";"  "
5036;00270;"Trabantengasse                     ";"    ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 1       ";041  Wilsdruffer Vs.(Ostra-Allee);"Süd ";01067;158;"  ";"  "
5037;04059;"Trachauer Heideweg                 ";"    ";"    ";"    ";"    ";"Pieschen            ";"Pieschen                 ";255  Pieschen-Nord(Rückertstr);Nord;01129;159;"  ";"  "
5038;02010;"Trachauer Straße                   ";"    ";"    ";"    ";"    ";"Pieschen            ";"Mickten                  ";225  Mickten(Sternstr);Nord;01139;159;"  ";"  "
5039;04009;"Trachenberger Platz                ";"1   ";"3   ";"2   ";"    ";"Pieschen            ";"Pieschen                 ";254  Pieschen-Nord(Trachenbgr. Str);Nord;01129;159;"  ";"  "
5040;04009;"Trachenberger Platz                ";"U   ";"    ";"    ";"    ";"Pieschen            ";"Pieschen                 ";252  Pieschen-Nord(Riesaer Str);Nord;01129;159;"  ";"  "
5041;03037;"Trachenberger Straße               ";"1   ";"19  ";"6   ";"20  ";"Pieschen            ";"Pieschen                 ";252  Pieschen-Nord(Riesaer Str);Nord;01129;159;"  ";"  "
5042;03037;"Trachenberger Straße               ";"23  ";"65  ";"22  ";"72  ";"Pieschen            ";"Pieschen                 ";254  Pieschen-Nord(Trachenbgr. Str);Nord;01129;159;"  ";"  "
5043;03037;"Trachenberger Straße               ";"65a ";"81  ";"    ";"    ";"Pieschen            ";"Pieschen                 ";255  Pieschen-Nord(Rückertstr);Nord;01129;159;"  ";"  "
5044;10265;"Trattendorfer Straße               ";"    ";"    ";"    ";"    ";"Prohlis             ";"Prohlis                  ";714  Prohlis-Nord(Albert-Wolf-Pl);"Süd ";01239;158;"  ";"  "
5045;06188;"Traubelstraße                      ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";316  Klotzsche(Königswald-Nord);Nord;01109;159;"  ";"  "
5046;08134;"Traubestraße                       ";"    ";"    ";"    ";"    ";"Blasewitz           ";"Blasewitz                ";517  Neugruna(Polenzstr);"Süd ";01277;158;"  ";"  "
5047;05187;"Traugoth-Schmiedgen-Straße         ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Hellerau                 ";322  Rähnitz;Nord;01109;159;"  ";"  "
5048;09156;"Traunsteinweg                      ";"    ";"    ";"    ";"    ";"Leuben              ";"Laubegast                ";625  Laubegast(Gasteiner Str);"Süd ";01279;158;"  ";"  "
5049;05278;"Traute-Richter-Straße              ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";312  Klotzsche(Lubminer Str);Nord;01109;159;"  ";"  "
5050;05246;"Travemünder Straße                 ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";314  Klotzsche(Am Trobischberg);Nord;01109;159;"  ";"  "
5051;07073;"Trebeweg                           ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Bühlau                   ";427  Alt-Bühlau/Quohren;Nord;01324;159;"  ";"  "
5052;01041;"Treidlerstraße                     ";"    ";"    ";"    ";"    ";"Pieschen            ";"Mickten                  ";225  Mickten(Sternstr);Nord;01139;159;"  ";"  "
5053;03079;"Trentzschweg                       ";"    ";"    ";"    ";"    ";"Pieschen            ";"Trachau                  ";245  Trachau(Trobischstr);Nord;01129;159;"  ";"  "
5054;11293;"Trienter Straße                    ";"    ";"    ";"    ";"    ";"Plauen              ";"Kleinpestitz             ";845  Altmockritz/Altpestitz;"Süd ";01217;158;"  ";"  "
5055;09240;"Trieskestraße                      ";"    ";"    ";"    ";"    ";"Leuben              ";"Zschieren                ";634  Zschieren;"Süd ";01259;158;"  ";"  "
5056;08164;"Trinitatisplatz                    ";"    ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 2       ";068  Johannst.-N(Uni-Klinikum);"Süd ";01307;158;"  ";"  "
5057;03080;"Trobischstraße                     ";"1   ";"35  ";"2   ";"22  ";"Pieschen            ";"Trachau                  ";245  Trachau(Trobischstr);Nord;01129;159;"  ";"  "
5058;03080;"Trobischstraße                     ";"U   ";"    ";"    ";"    ";"Pieschen            ";"Trachau                  ";246  Trachau(Industriestr);Nord;01129;159;"  ";"  "
5059;00250;"Trompeterstraße                    ";"    ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 1       ";031  Seevs.-Ost(Prager Str);"Süd ";01069;158;"  ";"  "
5060;09238;"Tronitzer Straße                   ";"    ";"    ";"    ";"    ";"Leuben              ";"Zschieren                ";634  Zschieren;"Süd ";01259;158;"  ";"  "
5061;09127;"Troppauer Straße                   ";"19  ";"27b ";"2   ";"26  ";"Leuben              ";"Laubegast                ";621  Laubegast-Nord/Alttolkewitz;"Süd ";01279;158;"  ";"  "
5062;09127;"Troppauer Straße                   ";"29  ";"59  ";"30  ";"40  ";"Leuben              ";"Laubegast                ";626  Laubegast(Kärntner Weg);"Süd ";01279;158;"  ";"  "
5063;11093;"Trübnerstraße                      ";"    ";"    ";"    ";"    ";"Prohlis             ";"Mockritz                 ";759  Mockritz-Ost(Gostritzer Str);"Süd ";01217;158;"  ";"  "
5064;11266;"Tschirnhausstraße                  ";"    ";"    ";"2   ";"    ";"Prohlis             ";"Nickern                  ";743  Nickern;"Süd ";01239;158;"  ";"  "
5065;11266;"Tschirnhausstraße                  ";"U   ";"    ";"    ";"    ";"Prohlis             ";"Nickern                  ";744  Kauscha;"Süd ";01239;158;"  ";"  "
5066;12181;"Tübinger Straße                    ";"    ";"    ";"    ";"    ";"Plauen              ";"Coschütz                 ";851  Coschütz-Ost;"Süd ";01189;158;"  ";"  "
5067;00258;"Tuchmachergasse                    ";"    ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 1       ";012  Innere Altstadt-West;"Süd ";01067;158;"  ";"  "
5068;14155;"Tulpenweg                          ";"1   ";"51  ";"2   ";"56a ";"Cotta               ";"Gorbitz                  ";958  Gorbitz-Süd(Schreberstr);"Süd ";01169;159;"  ";"  "
5069;14155;"Tulpenweg                          ";"U   ";"    ";"    ";"    ";"Cotta               ";"Omsewitz                 ";978  Neu-Omsewitz(Thymianweg);"Süd ";01169;159;"  ";"  "
5070;05006;"Turnerweg                          ";"    ";"    ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";111  Äußere Neust.(Schönbrunnstr);Nord;01097;159;"  ";"  "
5071;08111;"Tzschimmerstraße                   ";"1   ";"13  ";"12  ";"22  ";"Blasewitz           ";"Striesen                 ";523  Striesen-Ost(Pohlandstr);"Süd ";01309;158;"  ";"  "
5072;08111;"Tzschimmerstraße                   ";"15  ";"27  ";"24  ";"38  ";"Blasewitz           ";"Striesen                 ";522  Striesen-Ost(Jacobistr);"Süd ";01309;158;"  ";"  "
