ID,Wikidata-Item,Straßenname,Koordinaten,Wikidata-Item (benannt nach),benannt nach,Beschreibung (benannt nach),Postleitzahl,lokaler Bezug,Benennungstyp,Benennungstyp II,Tätigkeitsfeld,Tätigkeitsfeld II,Verbindung,Sonstiges,Grundwort,Strassenendung
2063,http://www.wikidata.org/entity/Q72661354,Am Kirschplan,Point(13.63752 51.03695),http://www.wikidata.org/entity/Q165137,Vogel-Kirsche,Art der Gattung Prunus,1156,nein,Natur,Pflanze,,,,,Sonstige,Sonstige
2471,http://www.wikidata.org/entity/Q99396323,Kohlsdorfer Landstraße,Point(13.637693 51.031656),http://www.wikidata.org/entity/Q1652541,Kohlsdorf (Freital),Ortsteil von Freital,1156,nein,Ort,,,,,,Straße,Straße
781,http://www.wikidata.org/entity/Q72661592,An den Alten Gärtnereien,Point(13.63819 51.04153),,,,1156,ja,Gewerbe/Industrie,,,,,,Sonstige,Sonstige
782,http://www.wikidata.org/entity/Q72661624,An der Autobahn,Point(13.63846 51.07001),http://www.wikidata.org/entity/Q9013,Bundesautobahn 4,Bundesautobahn in Deutschland,1156,ja,Bauwerk/Infrastruktur,,,,,,Sonstige,Sonstige
1585,http://www.wikidata.org/entity/Q99395941,Hartwigweg,Point(13.638571 51.040885),http://www.wikidata.org/entity/Q1811095,Gustav Hartwig,"deutscher Politiker (DKP), MdR, MdL (Königreich Sachsen)",1156,ja,Person real,,,,,,Weg,Weg
3224,,Obergartenweg,Point(13.6386131 51.0686205),,,,1156,ja,Bauwerk/Infrastruktur,,,,,,Weg,Weg
2783,http://www.wikidata.org/entity/Q100395870,Ockerwitzer Weg,Point(13.639474 51.063026),http://www.wikidata.org/entity/Q2013740,Ockerwitz,"Ortsteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1156,ja,Ort,Stadtteil,,,,,Weg,Weg
2087,http://www.wikidata.org/entity/Q61482456,Dresdner Straße (CB),Point(13.6395 51.08695),http://www.wikidata.org/entity/Q1731,Dresden,"Landeshauptstadt des Freistaates Sachsen, Deutschland",1156,nein,Ort,,,,,,Straße,Sonstige
2804,http://www.wikidata.org/entity/Q99396649,Merbitzer Ring,Point(13.639783 51.068209),http://www.wikidata.org/entity/Q1921127,Merbitz,Ortsteil von Dresden,1156,ja,Ort,Stadtteil,,,,,Ring,Ring
3057,http://www.wikidata.org/entity/Q116038000,Südweg,Point(13.63989 51.09069),http://www.wikidata.org/entity/Q667,Süden,Haupthimmelsrichtung,1156,nein,Sonstige,,,,,,Weg,Weg
2808,http://www.wikidata.org/entity/Q99396810,Ockerwitzer Allee,Point(13.6399 51.05339),http://www.wikidata.org/entity/Q2013740,Ockerwitz,"Ortsteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1156,ja,Ort,Stadtteil,,,,,Allee,Allee
2737,http://www.wikidata.org/entity/Q72661081,Altgompitz,Point(13.64081 51.04404),http://www.wikidata.org/entity/Q1536934,Gompitz,Ortsteil von Dresden,1156,ja,Ort,Stadtteil,,,,,Sonstige,Sonstige
1394,http://www.wikidata.org/entity/Q99396859,Paul-Breyer-Straße,Point(13.64085 51.04286),,Paul Beyer,Bürgermeister in Gompitz,1156,ja,Person real,,,,,,Straße,Straße
3043,http://www.wikidata.org/entity/Q99397410,Südstraße,Point(13.64159 51.09357),http://www.wikidata.org/entity/Q667,Süden,Haupthimmelsrichtung,1156,nein,Sonstige,,,,,,Straße,Straße
1943,http://www.wikidata.org/entity/Q72662059,Buschweg,Point(13.64166 51.07634),,,,1156,nein,Natur,Pflanze,,,,,Weg,Weg
2732,http://www.wikidata.org/entity/Q72661070,Altfrankener Dorfstraße,Point(13.64205 51.03312),http://www.wikidata.org/entity/Q8888,Altfranken,"Ortschaft der Landeshauptstadt Dresden, Sachsen, Deutschland",1156,ja,Ort,Stadtteil,,,,,Straße,Straße
786,http://www.wikidata.org/entity/Q99397022,Gartenstraße (CB),Point(13.64217 51.08907),,,,1156,ja,Bauwerk/Infrastruktur,,,,,,Straße,Sonstige
2810,http://www.wikidata.org/entity/Q99396812,Ockerwitzer Dorfstraße,Point(13.64218 51.05603),http://www.wikidata.org/entity/Q2013740,Ockerwitz,"Ortsteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1156,ja,Ort,Stadtteil,,,,,Straße,Straße
2591,http://www.wikidata.org/entity/Q72662612,Gohliser Weg,Point(13.64223 51.08787),http://www.wikidata.org/entity/Q1534373,Gohlis (Dresden),Ortsteil von Dresden,1156,ja,Ort,Stadtteil,,,,,Weg,Weg
139,http://www.wikidata.org/entity/Q72661444,Am Rittergut,Point(13.64242 51.03376),,,,1156,ja,Bauwerk/Infrastruktur,,,,,,Sonstige,Sonstige
520,http://www.wikidata.org/entity/Q72661523,Am Tummelsgrund,Point(13.64286 51.07815),,,,1156,ja,weitere Geografika,Tal,,,,,Grund,Sonstige
484,http://www.wikidata.org/entity/Q99396520,Lößnitzblick,Point(13.643 51.07972),http://www.wikidata.org/entity/Q1323588,Lößnitz,Landschaft im Elbtalkessel flussabwärts von Dresden,1156,ja,weitere Geografika,Flurname,,,,,Blick,Sonstige
1366,http://www.wikidata.org/entity/Q99395946,Haufes Berg,Point(13.64327 51.03258),,,früherer Grundbesitzer,1156,ja,Person real,,,,,,Berg,Sonstige
1979,http://www.wikidata.org/entity/Q99397471,Ulmenweg,Point(13.643292 51.037496),http://www.wikidata.org/entity/Q131113,Ulmen,Gattung der Familie Ulmengewächse (Ulmaceae),1156,nein,Natur,Pflanze,,,,,Weg,Weg
2750,http://www.wikidata.org/entity/Q72661110,Altmobschatz,Point(13.6435 51.07596),http://www.wikidata.org/entity/Q1941602,Mobschatz,Ortsteil von Dresden,1156,ja,Ort,Stadtteil,,,,,Sonstige,Sonstige
3126,http://www.wikidata.org/entity/Q72662507,Fehrmannweg,Point(13.64375 51.09079),,Adolf Fehrmann,Gutsbesitzer in Obergohlis,1156,ja,Person real,,,,,,Weg,Weg
2935,http://www.wikidata.org/entity/Q99395919,Dorfstraße (CB),Point(13.64389 51.09369),,,,1156,ja,Sonstige,,,,,,Straße,Sonstige
2020,http://www.wikidata.org/entity/Q99396478,Lindenweg,Point(13.644017 51.038855),http://www.wikidata.org/entity/Q127849,Linde,Gattung der Familie Malvengewächse (Malvaceae),1156,nein,Natur,Pflanze,,,,,Weg,Weg
1940,http://www.wikidata.org/entity/Q72662035,Buchenhain,Point(13.6442 51.03713),http://www.wikidata.org/entity/Q25403,Buchen,Gattung der Familie Buchengewächse (Fagaceae),1156,nein,Natur,Pflanze,,,,,Hain,Sonstige
325,http://www.wikidata.org/entity/Q72661578,Am Zschoner Berg,Point(13.64424 51.05844),,,,1156,ja,weitere Geografika,Berg,,,,,Berg,Sonstige
2925,http://www.wikidata.org/entity/Q99397317,Stadtblick,Point(13.64444 51.0542),,,,1156,ja,Selbstreferenziell,,,,,,Blick,Sonstige
1994,http://www.wikidata.org/entity/Q99396208,Kastanienweg,Point(13.644523 51.037932),http://www.wikidata.org/entity/Q129324,Kastanien,Gattung der Familie Buchengewächse (Fagaceae),1156,nein,Natur,Pflanze,,,,,Weg,Weg
1368,http://www.wikidata.org/entity/Q99396025,Heinrich-Klemm-Weg,Point(13.64459 51.03315),http://www.wikidata.org/entity/Q4223292,Heinrich Klemm,"deutscher Schneider, Schriftsteller, Verlagsbuchhändler, Büchersammler und Mäzen",1156,ja,Person real,,,,,,Weg,Weg
2821,http://www.wikidata.org/entity/Q99396867,Pesterwitzer Schulweg,Point(13.64506 51.03284),http://www.wikidata.org/entity/Q6366,Pesterwitz (Freital),"Stadtteil von Freital, Sachsen, Deutschland",1156,ja,Ort,Stadtteil,,,,,Weg,Weg
2885,http://www.wikidata.org/entity/Q72662303,Elbhangstraße,Point(13.64547 51.07874),,,,1156,nein,Region,,,,,,Straße,Straße
1992,http://www.wikidata.org/entity/Q99396182,Jasminweg,Point(13.64566 51.05681),http://www.wikidata.org/entity/Q515610,Echter Jasmin,Art der Gattung Jasminum,1156,nein,Natur,Pflanze,,,,,Weg,Weg
3144,http://www.wikidata.org/entity/Q99396024,Grüner Weg (CB),Point(13.64586 51.08697),,,,1156,nein,Unbekannt,,,,,,Weg,Sonstige
3098,http://www.wikidata.org/entity/Q99397604,Zschonergrundweg,Point(13.645867 51.061976),http://www.wikidata.org/entity/Q227269,Zschonergrund,Landschaftsschutzgebiet in Dresden,1156,ja,weitere Geografika,Tal,,,,,Weg,Weg
1364,http://www.wikidata.org/entity/Q99395933,Halankweg,Point(13.64596 51.03228),,Arthur Curt Halank,erster Lehrer in Altfranken,1156,ja,Person real,,,,,,Weg,Weg
1391,http://www.wikidata.org/entity/Q99396838,Otto-Harzer-Straße,Point(13.646049 51.033837),,Paul Otto Harzer,Bürgermeister in Altfranken von 1927 bis 1933,1156,ja,Person real,,,,,,Straße,Straße
1941,http://www.wikidata.org/entity/Q72662037,Buchenweg,Point(13.64612 51.05688),http://www.wikidata.org/entity/Q25403,Buchen,Gattung der Familie Buchengewächse (Fagaceae),1156,nein,Natur,Pflanze,,,,,Weg,Weg
2811,http://www.wikidata.org/entity/Q99396813,Ockerwitzer Ring,Point(13.64652 51.05673),http://www.wikidata.org/entity/Q2013740,Ockerwitz,"Ortsteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1156,ja,Ort,Stadtteil,,,,,Ring,Ring
1990,http://www.wikidata.org/entity/Q72660989,Akazienweg,Point(13.646601 51.057001),http://www.wikidata.org/entity/Q81666,Akazien,Gattung der Familie Hülsenfrüchtler (Fabaceae),1156,nein,Natur,Pflanze,,,,,Weg,Weg
2039,http://www.wikidata.org/entity/Q72661409,Am Nussbaum,Point(13.646746 51.056422),http://www.wikidata.org/entity/Q216944,Walnussgewächse,Familie der Ordnung Buchenartige (Fagales),1156,ja,Natur,Pflanze,,,,,Sonstige,Sonstige
3170,http://www.wikidata.org/entity/Q99396713,Neuer Meßweg,Point(13.64709 51.05713),,,,1156,nein,Unbekannt,,,,,,Weg,Weg
3132,http://www.wikidata.org/entity/Q99397303,Sonnenwinkel,Point(13.64715 51.05923),,,,1156,nein,Abstrakta,,,,,,Sonstige,Sonstige
311,http://www.wikidata.org/entity/Q72661175,Am Berg,Point(13.64718 51.07973),,,,1156,ja,weitere Geografika,Berg,,,,,Berg,Sonstige
483,http://www.wikidata.org/entity/Q100395012,Zschonerblick,Point(13.647448 51.057875),,,,1156,ja,weitere Geografika,Tal,,,,,Blick,Sonstige
2944,http://www.wikidata.org/entity/Q102270948,Talweg,Point(13.647762 51.058452),,,,1157,ja,weitere Geografika,Tal,,,,,Weg,Weg
701,http://www.wikidata.org/entity/Q72661386,Am Lucknerpark,Point(13.64778 51.03802),,,,1156,ja,Gruppe real,Adelsgeschlecht,,,,,Park,Sonstige
107,http://www.wikidata.org/entity/Q99397644,Windmühlenweg (CB),Point(13.64797 51.09193),http://www.wikidata.org/entity/Q1474912,Gohliser Windmühle,ehem. Windmühle,1156,ja,Gewerbe/Industrie,,,,,,Weg,Sonstige
571,http://www.wikidata.org/entity/Q72662304,Elbstraße,Point(13.64807 51.09105),http://www.wikidata.org/entity/Q1644,Elbe,mitteleuropäischer Strom zur Nordsee in Tschechien und Deutschland,1156,ja,weitere Geografika,Gewässer,,,,,Straße,Straße
512,http://www.wikidata.org/entity/Q72661435,Am Querfeld,Point(13.64881 51.05587),,,,"01157, 01156",ja,weitere Geografika,Flurname,,,,,Feld,Sonstige
195,http://www.wikidata.org/entity/Q99396227,Kirchenweg,Point(13.64941 51.07064),http://www.wikidata.org/entity/Q14538534,Briesnitzer Kirche,"Kirchengebäude in Dresden, Sachsen",1156,ja,Bauwerk/Infrastruktur,religiös,religiös,,,,Weg,Weg
1387,http://www.wikidata.org/entity/Q99396547,Martin-Luther-Ring,Point(13.649509 51.079255),http://www.wikidata.org/entity/Q9554,Martin Luther,"deutscher Theologe, Autor und Urheber der Reformation",1156,nein,Person real,,,,,,Ring,Ring
1546,http://www.wikidata.org/entity/Q99396533,Manfred-Streubel-Weg,Point(13.64955 51.089184),http://www.wikidata.org/entity/Q1889999,Manfred Streubel,deutscher Lyriker und Kinderbuchautor,1156,ja,Person real,,,,,,Weg,Weg
1957,http://www.wikidata.org/entity/Q72662556,Georginenweg,Point(13.64962 51.03849),http://www.wikidata.org/entity/Q130918,Dahlien,Gattung der Familie Korbblütler (Asteraceae),1169,nein,Natur,Pflanze,,,,,Weg,Weg
517,http://www.wikidata.org/entity/Q72661501,Am Steinigt,Point(13.649773 51.058621),,,,1157,ja,weitere Geografika,Flurname,,,,,Sonstige,Sonstige
2960,http://www.wikidata.org/entity/Q72661297,Am Hang,Point(13.65053 51.07964),,,,"01157, 01156",ja,weitere Geografika,Berg,,,,,Hang,Sonstige
450,http://www.wikidata.org/entity/Q99397409,Stöckigtweg,Point(13.65075 51.08547),http://www.wikidata.org/entity/Q1434274,Flurname,Bezeichnung eines kleinräumigen Landschaftsteils,1157,ja,weitere Geografika,Flurname,,,,,Weg,Weg
413,http://www.wikidata.org/entity/Q99397260,Seegärten,Point(13.6508 51.08009),,,großer See nach Hochwasser 1845,1157,ja,Ereignis,,,,,,Garten,Sonstige
1914,http://www.wikidata.org/entity/Q98550132,Margeritenstraße,Point(13.65083 51.03881),http://www.wikidata.org/entity/Q21040,Margeriten,Gattung in der Familie der Korbblütler (Asteraceae),1169,nein,Natur,Pflanze,,,,,Straße,Straße
2479,http://www.wikidata.org/entity/Q99397625,Wildbergstraße,Point(13.651954 51.081238),http://www.wikidata.org/entity/Q2570403,Wildberg (Klipphausen),Ortsteil von Klipphausen,1157,nein,Ort,,,,,,Straße,Straße
761,http://www.wikidata.org/entity/Q72661165,Am Altfrankener Park,Point(13.65226 51.03864),,,,1169,ja,Bauwerk/Infrastruktur,,,,,,Park,Sonstige
2812,http://www.wikidata.org/entity/Q99396824,Omsewitzer Höhe,Point(13.65342 51.05957),http://www.wikidata.org/entity/Q8944,Omsewitz,"Stadtteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1157,ja,Ort,Stadtteil,,,,,Höhe,Sonstige
2247,http://www.wikidata.org/entity/Q98555850,Roitzscher Straße,Point(13.65343 51.05388),http://www.wikidata.org/entity/Q95677560,Roitzsch (Nossen),Ortsteil der Stadt Nossen,1157,nein,Ort,,,,,,Straße,Straße
556,http://www.wikidata.org/entity/Q72661528,Am Urnenfeld,Point(13.653943 51.08289),,,Ausgrabung historischer Urnen,1157,ja,Gegenstand,,,,,,Sonstige,Sonstige
2971,http://www.wikidata.org/entity/Q99397265,Schöne Aussicht,Point(13.654558 51.060371),,,,1157,nein,Sonstige,,,,,,Sonstige,Sonstige
1920,http://www.wikidata.org/entity/Q98555046,Schlehenstraße,Point(13.65504 51.04736),http://www.wikidata.org/entity/Q129018,Schlehdorn,Art der Gattung Prunus,1169,nein,Natur,Pflanze,,,,,Straße,Straße
1063,http://www.wikidata.org/entity/Q98555203,Reuningstraße,Point(13.65508 51.04949),http://www.wikidata.org/entity/Q2418169,Theodor Reuning,deutscher Beamter für alle Bereiche der Landwirtschaft im Königreich Sachsen,1169,ja,Person real,,,,,,Straße,Straße
2517,http://www.wikidata.org/entity/Q99396661,Miltitzer Straße,Point(13.655136 51.082207),http://www.wikidata.org/entity/Q1935824,Miltitz (Klipphausen),Ortsteil von Klipphausen,1157,nein,Ort,,,,,,Straße,Straße
1921,http://www.wikidata.org/entity/Q98555053,Kamillenweg,Point(13.65606 51.04734),http://www.wikidata.org/entity/Q27618,Kamillen,Gattung der Familie Korbblütler (Asteraceae),1169,nein,Natur,Pflanze,,,,,Weg,Weg
1622,http://www.wikidata.org/entity/Q98555836,Lotte-Meyer-Straße,Point(13.65649 51.05193),http://www.wikidata.org/entity/Q1372208,Lotte Meyer,deutsche Schauspielerin,1157,ja,Person real,,,,,,Straße,Straße
3125,http://www.wikidata.org/entity/Q72662441,Freiheit,Point(13.65668 51.05671),,,,1157,nein,Unbekannt,,,,,,Sonstige,Sonstige
1362,http://www.wikidata.org/entity/Q99395914,Gustav-Merbitz-Straße,Point(13.65672 51.08231),,Gustav Merbitz,Gemeindevorstand in Stetzsch,1157,ja,Person real,,,,,,Straße,Straße
1924,http://www.wikidata.org/entity/Q98555212,Hagebuttenweg,Point(13.65682 51.04976),http://www.wikidata.org/entity/Q46740,Hagebutte,Frucht verschiedener Rosengewächse,1169,nein,Natur,Pflanze,,,,,Weg,Weg
1954,http://www.wikidata.org/entity/Q72662418,Forsythienstraße,Point(13.65713 51.04548),http://www.wikidata.org/entity/Q672980,Forsythien,Gattung der Familie Ölbaumgewächse (Oleaceae),1169,nein,Natur,Pflanze,,,,,Straße,Straße
835,http://www.wikidata.org/entity/Q99756322,Zum Tierheim,Point(13.657145 51.079022),http://www.wikidata.org/entity/Q1411287,Tierheim,Einrichtung zur Unterbringung von herrenlosen Tieren,1157,ja,Bauwerk/Infrastruktur,,,,,,Sonstige,Sonstige
2897,http://www.wikidata.org/entity/Q99397158,Schleswiger Straße,Point(13.65728 51.0702),,,,1157,nein,Region,,,,,,Straße,Straße
2246,http://www.wikidata.org/entity/Q98555193,Harthaer Straße,Point(13.65743 51.04918),http://www.wikidata.org/entity/Q1716267,Hartha (Tharandt),Ortsteil von Tharandt,1169,nein,Ort,,,,,,Straße,Straße
1919,http://www.wikidata.org/entity/Q98555043,Thymianweg,Point(13.658 51.04779),http://www.wikidata.org/entity/Q131224,Thymiane,Schattenpflanze,1169,nein,Natur,Pflanze,,,,,Weg,Weg
1925,http://www.wikidata.org/entity/Q98555265,Sanddornstraße,Point(13.65804 51.05042),http://www.wikidata.org/entity/Q165378,Hippophae rhamnoides,Art der Gattung Sanddorne (Hippophae),1169,nein,Natur,Pflanze,,,,,Straße,Straße
2637,http://www.wikidata.org/entity/Q72662008,Briesnitzer Höhe,Point(13.65815 51.06171),http://www.wikidata.org/entity/Q915219,Briesnitz,Ortsteil von Dresden,1157,ja,Ort,Stadtteil,,,,,Höhe,Sonstige
45,http://www.wikidata.org/entity/Q98555830,Ziegeleistraße,Point(13.65828 51.053),,,,1157,ja,Gewerbe/Industrie,,,,,,Straße,Straße
684,http://www.wikidata.org/entity/Q98555065,Rädestraße,Point(13.65882 51.04166),,Familie Räde,Wohltäter und Stifter über 3 Generationen,1169,nein,Gruppe real,Familie,ökonomisch,,,,Straße,Straße
170,http://www.wikidata.org/entity/Q98555843,Kümmelschänkenweg,Point(13.65891 51.05504),http://www.wikidata.org/entity/Q110162196,Kümmelschänke,Restaurant in Dresden,1157,ja,Gewerbe/Industrie,Gasthaus,,,,,Weg,Weg
2676,http://www.wikidata.org/entity/Q99395865,Altstetzsch,Point(13.65932 51.08379),http://www.wikidata.org/entity/Q2346357,Stetzsch,"Stadtteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1157,ja,Ort,Stadtteil,,,,,Sonstige,Sonstige
358,http://www.wikidata.org/entity/Q98555061,Hirtenstraße,Point(13.65937 51.04301),http://www.wikidata.org/entity/Q12059906,Hirte,"Person, die eine Herde von Nutztieren bewacht und versorgt",1169,nein,Beruf/Funktion,,,,,,Straße,Straße
1004,http://www.wikidata.org/entity/Q72662007,Brentanostraße,Point(13.65956 51.05956),http://www.wikidata.org/entity/Q57235,Clemens Brentano,deutscher Schriftsteller,1157,nein,Person real,,,,,,Straße,Straße
821,http://www.wikidata.org/entity/Q72661019,Alsenstraße,Point(13.65982 51.08111),http://www.wikidata.org/entity/Q165383,Als,dänische Insel in Nordschleswig,1157,nein,weitere Geografika,Insel,,,,,Straße,Straße
2636,http://www.wikidata.org/entity/Q72661984,Brabschützer Straße,Point(13.66004 51.08039),http://www.wikidata.org/entity/Q896514,Brabschütz,"Ortsteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1157,ja,Ort,Stadtteil,,,,,Straße,Straße
1918,http://www.wikidata.org/entity/Q98555024,Tulpenweg,Point(13.66019 51.04657),http://www.wikidata.org/entity/Q93201,Tulpen,Gattung der Familie Liliengewächse (Liliaceae),1169,nein,Natur,Pflanze,,,,,Weg,Weg
977,http://www.wikidata.org/entity/Q98559493,Martin-Opitz-Straße,Point(13.66036 51.06038),http://www.wikidata.org/entity/Q60946,Martin Opitz,deutscher Dichter des Barock,1157,nein,Person real,,,,,,Straße,Straße
1922,http://www.wikidata.org/entity/Q98555085,Weideweg,Point(13.6604 51.04279),http://www.wikidata.org/entity/Q36050,Weiden,Gattung der Familie Weidengewächse (Salicaceae),1169,nein,Natur,Pflanze,,,,,Weg,Weg
1325,http://www.wikidata.org/entity/Q98554972,Schreberstraße,Point(13.66049 51.04351),http://www.wikidata.org/entity/Q153160,Moritz Schreber,"deutscher Arzt, Pädagoge und Hochschullehrer",1169,nein,Person real,,,,,,Straße,Straße
2624,http://www.wikidata.org/entity/Q98555826,Altomsewitz,Point(13.66055 51.05512),http://www.wikidata.org/entity/Q8944,Omsewitz,"Stadtteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1157,ja,Ort,Stadtteil,,,,,Sonstige,Sonstige
2331,http://www.wikidata.org/entity/Q72662402,Flensburger Straße,Point(13.66056 51.08178),http://www.wikidata.org/entity/Q3798,Flensburg,"kreisfreie Stadt im Landesteil Schleswig in Schleswig-Holstein, Deutschland","01157, 01156",nein,Ort,,,,,,Straße,Straße
953,http://www.wikidata.org/entity/Q72660972,Adalbert-Stifter-Weg,Point(13.66077 51.05193),http://www.wikidata.org/entity/Q168542,Adalbert Stifter,österreichischer Dichter und Maler,1157,nein,Person real,,,,,,Weg,Weg
2829,http://www.wikidata.org/entity/Q99396951,Podemusstraße,Point(13.66116 51.07972),http://www.wikidata.org/entity/Q2100231,Podemus,"Ortsteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1157,ja,Ort,Stadtteil,,,,,Straße,Straße
2709,http://www.wikidata.org/entity/Q98559098,Merbitzer Straße,Point(13.66158 51.06836),http://www.wikidata.org/entity/Q1921127,Merbitz,Ortsteil von Dresden,"01157, 01156",ja,Ort,Stadtteil,,,,,Straße,Straße
3068,http://www.wikidata.org/entity/Q99397721,Wirtschaftsweg,Point(13.66165 51.06416),,,,1157,nein,Sonstige,,,,,,Weg,Weg
2894,http://www.wikidata.org/entity/Q99396083,Holsteiner Straße,Point(13.66171 51.07002),http://www.wikidata.org/entity/Q1194,Schleswig-Holstein,Land der Bundesrepublik Deutschland,1157,nein,Region,,,,,,Straße,Straße
1917,http://www.wikidata.org/entity/Q98555019,Nelkenweg,Point(13.66179 51.0461),http://www.wikidata.org/entity/Q156099,Nelken,Gattung der Familie Nelkengewächse (Caryophyllaceae),1169,nein,Natur,Pflanze,,,,,Weg,Weg
2866,http://www.wikidata.org/entity/Q99397275,Serkowitzer Straße,Point(13.66223 51.09212),http://www.wikidata.org/entity/Q1404895,Serkowitz,Stadtteil von Radebeul,1139,ja,Ort,,,,,,Straße,Straße
