ID,street name,named after,gender,place of birth,place of death,citizenships,citizenships today,occupations,birth year,death year,area of action,category,category II,connection,party,miscellaneous,lat,lon
918,Dürerstraße,Albrecht Dürer,männlich,Nürnberg,Nürnberg,Herzogtum Bayern,Deutschland,"Exlibriskünstler, Kunsttheoretiker, Zeichner, Druckgrafiker, Kupferstecher, Buchmaler, Maler, Illustrator, Mathematiker",1471,1528.0,national,kulturell,Bildender Künstler,,,,49.453872,11.077298
933,Holbeinstraße,Hans Holbein der Jüngere,männlich,Augsburg,London,"Schweiz,Frankreich,Heiliges Römisches Reich Deutscher Nation","Deutschland, Schweiz","Exlibriskünstler, Porträtist, Zeichner, Druckgrafiker, bildender Künstler, Maler, Illustrator, Künstler",1497,1543.0,national,kulturell,Bildender Künstler,,,,48.3690341,10.8979522
939,Oeserstraße,Adam Friedrich Oeser,männlich,Bratislava,Leipzig,"Österreich,Deutschland,Königreich Preußen",Deutschland,"Zeichner, Druckgrafiker, Radierer, Hochschullehrer, Maler, Illustrator, Künstler",1717,1799.0,lokal,kulturell,Bildender Künstler,,,,48.1516988,17.1093063
940,Oskar-Kokoschka-Straße,Oskar Kokoschka,männlich,Pöchlarn,Montreux,"Österreich,Vereinigtes Königreich,Pakistan,Cisleithanien,Tschechoslowakei,Vereinigtes Königreich Großbritannien und Irland",Österreich,"Zeichner, Designer, Hochschullehrer, bildender Künstler, Grafiker, Maler, Illustrator, Künstler, Dramatiker, Dichter, Schriftsteller",1886,1980.0,lokal,kulturell,Bildender Künstler,,,,48.2119885,15.2120099
959,Lochnerstraße,Stefan Lochner,männlich,Meersburg,Köln,Deutschland,Deutschland,"Maler, Buchmaler",1410,1451.0,national,kulturell,Bildender Künstler,,,,47.6955538,9.2719656
962,Max-Liebermann-Straße,Max Liebermann,männlich,Berlin,Berlin,Deutschland,Deutschland,"Lithograf, Zeichner, Bauzeichner, Radierer, Sammler, Druckgrafiker, Grafiker, bildender Künstler, Maler, Illustrator, Lehrer",1847,1935.0,national,kulturell,Bildender Künstler,,,,52.510885,13.3989367
981,Otto-Altenkirch-Straße,Otto Altenkirch,männlich,Ziesar,Siebenlehn,Deutschland,Deutschland,Maler,1875,1945.0,lokal,kulturell,Bildender Künstler,,,,52.2652873,12.2898896
1013,Brueghelstraße,Pieter Bruegel der Ältere,männlich,Breda,Brüssel,Herzogtum Brabant,"Belgien, Niederlande","Zeichner, Druckgrafiker, Maler",1525,1569.0,international,kulturell,Bildender Künstler,,,,51.5887845,4.7760237
1035,Eugen-Bracht-Straße,Eugen Bracht,männlich,Morges,Darmstadt,Schweiz,Schweiz,"Hochschullehrer, Maler",1842,1921.0,lokal,kulturell,Bildender Künstler,,,,46.5093268,6.498317
1073,Leonardo-da-Vinci-Straße,Leonardo da Vinci,männlich,Anchiano,Schloss Clos Lucé,Republik Florenz,Italien,"Bauzeichner, Karikaturist, Anatom, Designer, Bauingenieur, Physiologe, Philosoph, bildender Künstler, Botaniker, Chemiker, Bildhauer, Maler, Zoologe, Erfinder, Universalgelehrter, Mathematiker, Diplomat, Physiker, Ingenieur, Architekt, Komponist, Wissenschaftler, Astronom, Schriftsteller",1452,1519.0,international,kulturell,Bildender Künstler,,,,43.9678454,10.531688
1117,Barlachstraße,Ernst Heinrich Barlach,männlich,Wedel,Rostock,Deutschland,Deutschland,"Bildhauer, Medailleur, Schriftsteller, Zeichner",1870,1938.0,lokal,kulturell,Bildender Künstler,,,,53.5810226,9.7038772
1130,August-Böckstiegel-Straße,Peter August Böckstiegel,männlich,Werther (Westf.),Werther (Westf.),Deutschland,Deutschland,"Designer, bildender Künstler, Grafiker, Bildhauer, Maler",1889,1951.0,lokal,kulturell,Bildender Künstler,,,,52.0855997,8.4279437
1131,Baluschekstraße,Hans Baluschek,männlich,Breslau,Berlin,Deutschland,Deutschland,"Grafiker, Maler, Illustrator, Schriftsteller",1870,1935.0,national,kulturell,Bildender Künstler,,,,51.1089776,17.0326689
1141,Michelangelostraße,Michelangelo,männlich,Caprese Michelangelo,Rom,Republik Florenz,Italien,"Bauzeichner, bildender Künstler, Bildhauer, Maler, Generalunternehmer, Ingenieur, Dichter, Architekt, Schriftsteller",1475,1564.0,international,kulturell,Bildender Künstler,,,,43.6405741,11.9874471
1165,Vogelsteinstraße,Carl Christian Vogel von Vogelstein,männlich,Wildenfels,München,Königreich Sachsen,Deutschland,"Historienmaler, Porträtist, Hochschullehrer, Maler",1788,1868.0,lokal,kulturell,Bildender Künstler,,,,50.6660384,12.6090525
1179,Rubensweg,Peter Paul Rubens,männlich,Siegen,Antwerpen,Spanische Niederlande,"Belgien,","Bauzeichner, Druckgrafiker, bildender Künstler, Grafiker, Bildhauer, Maler, Diplomat",1577,1640.0,lokal,kulturell,Bildender Künstler,,,,50.8751175,8.0256131
1183,Peter-Vischer-Straße,Peter Vischer der Ältere,männlich,Nürnberg,Nürnberg,Deutschland,Deutschland,"Handwerker, Bildhauer",1455,1529.0,national,kulturell,Bildender Künstler,,,,49.453872,11.077298
1190,Oskar-Pletsch-Straße,Oscar Pletsch,männlich,Berlin,Niederlößnitz,Deutschland,Deutschland,"Illustrator, Maler",1830,1888.0,lokal,kulturell,Bildender Künstler,,,,52.510885,13.3989367
1195,Heinrich-Zille-Straße,Heinrich Zille,männlich,Radeburg,Berlin,Deutschland,Deutschland,"Lithograf, Karikaturist, Grafiker, Maler, Illustrator, Grafikdesigner, Drehbuchautor, Fotograf",1858,1929.0,lokal,kulturell,Bildender Künstler,,,,51.2149248,13.7241174
1196,Max-Klinger-Straße,Max Klinger,männlich,Leipzig,Großjena,Deutschland,Deutschland,"Exlibriskünstler, bildender Künstler, Druckgrafiker, Hochschullehrer, Bildhauer, Maler, Einjährig-Freiwilliger, Schriftsteller",1857,1920.0,lokal,kulturell,Bildender Künstler,,,,51.3406321,12.3747329
1197,Wittenstraße,Hans Witten von Köln,männlich,Braunschweig,Annaberg-Buchholz,Deutschland,Deutschland,Bildhauer,1450,1522.0,regional,kulturell,Bildender Künstler,,,,52.2646577,10.5236066
1198,Hildebrandstraße,Adolf von Hildebrand,männlich,Marburg,München,Deutschland,Deutschland,"Hochschullehrer, Bildhauer, Architekt",1847,1921.0,national,kulturell,Bildender Künstler,,,,50.8090106,8.7704695
1199,Zinggstraße,Adrian Zingg,männlich,St. Gallen,Leipzig,Schweiz,Schweiz,"Zeichner, Grafiker, Hochschullehrer, Maler",1734,1816.0,international,kulturell,Bildender Künstler,,,,47.425618,9.3762397
1205,Van-Gogh-Straße,Vincent van Gogh,männlich,Zundert,Auvers-sur-Oise,Königreich der Niederlande,Niederlande,"Zeichner, Druckgrafiker, Maler",1853,1890.0,international,kulturell,Bildender Künstler,,,,51.4858784,4.6542458
1225,Leiblstraße,Wilhelm Leibl,männlich,Köln,Würzburg,Königreich Preußen,Deutschland,"Zeichner, Grafiker, Maler",1844,1900.0,national,kulturell,Bildender Künstler,,,,50.938361,6.959974
1230,Hans-Thoma-Straße,Hans Thoma,männlich,Bernau im Schwarzwald,Karlsruhe,"Weimarer Republik,Deutsches Kaiserreich,Großherzogtum Baden",Deutschland,"Druckgrafiker, bildender Künstler, Grafiker, Hochschullehrer, Maler",1839,1924.0,national,kulturell,Bildender Künstler,,,,47.8057268,8.0345882
1233,Uhdestraße,Fritz von Uhde,männlich,Wolkenburg,München,Königreich Sachsen,Deutschland,"Historienmaler, Genremaler, Hochschullehrer, Maler, Militär, Lehrer",1848,1911.0,lokal,kulturell,Bildender Künstler,,,,50.6685843,7.2139243
1234,Lenbachstraße,Franz von Lenbach,männlich,Schrobenhausen,München,Königreich Bayern,Deutschland,"Hochschullehrer, Maler, Fotograf",1836,1904.0,national,kulturell,Bildender Künstler,,,,48.5613407,11.2654488
1235,Feuerbachstraße,Anselm Feuerbach,männlich,Speyer,Venedig,Königreich Bayern,Deutschland,"Zeichner, bildender Künstler, Hochschullehrer, Maler",1829,1880.0,national,kulturell,Bildender Künstler,,,,49.3165553,8.433615
1236,Spitzwegstraße,Carl Spitzweg,männlich,München,München,Königreich Bayern,Deutschland,"Maler, Dichter, Schriftsteller",1808,1885.0,national,kulturell,Bildender Künstler,,,,48.1371079,11.5753822
1237,Rembrandtstraße,Rembrandt,männlich,Leiden,Amsterdam,Republik der Vereinigten Niederlande,,"Zeichner, Radierer, bildender Künstler, Sammler, Druckgrafiker, Kunstsammler, Maler",1606,1669.0,international,kulturell,Bildender Künstler,,,,52.1594747,4.4908843
1238,Trübnerstraße,Wilhelm Trübner,männlich,Heidelberg,Karlsruhe,Großherzogtum Baden,Deutschland,"Historienmaler, Landschaftsmaler, Genremaler, Hochschullehrer, Maler",1851,1917.0,national,kulturell,Bildender Künstler,,,,49.4093582,8.694724
1239,Kerstingstraße,Georg Friedrich Kersting,männlich,Güstrow,Meißen,Großherzogtum Mecklenburg-Schwerin,Deutschland,Maler,1785,1847.0,lokal,kulturell,Bildender Künstler,,,,53.793587,12.1764906
1243,Corinthstraße,Lovis Corinth,männlich,Gwardeisk,Zandvoort,"Deutschland,Königreich Preußen",Deutschland,"Lithograf, Bühnenbildner, Druckgrafiker, Radierer, Zeichner, Hochschullehrer, Maler, Illustrator",1858,1925.0,national,kulturell,Bildender Künstler,,,,54.6478265,21.0719431
1245,Defreggerstraße,Franz Defregger,männlich,Iselsberg-Stronach,München,"Deutschland,Österreich","Deutschland, Österreich","Maler, Professor, Lehrer",1835,1921.0,national,kulturell,Bildender Künstler,,,,46.8698761,12.8407954
1252,Curt-Querner-Straße,Curt Querner,männlich,Börnchen,Kreischa,Deutsche Demokratische Republik,Deutschland,"Zeichner, Maler",1904,1976.0,lokal,kulturell,Bildender Künstler,,,,50.9588258,13.6947365
1257,Donndorfstraße,Adolf von Donndorf,männlich,Weimar,Stuttgart,Sachsen-Weimar-Eisenach,Deutschland,"Hochschullehrer, Bildhauer",1835,1916.0,lokal,kulturell,Bildender Künstler,,,,50.9793301,11.3297921
1273,Rungestraße,Philipp Otto Runge,männlich,Wolgast,Hamburg,Schwedisch-Pommern,Deutschland,"Druckgrafiker, Zeichner, Maler, Dichter, Schriftsteller",1777,1810.0,lokal,kulturell,Bildender Künstler,,,,54.0536473,13.7757809
1274,Tizianstraße,Tizian,männlich,Pieve di Cadore,Venedig,Republik Venedig,Italien,"Zeichner, Bauzeichner, bildender Künstler, Druckgrafiker, Maler",1490,1576.0,international,kulturell,Bildender Künstler,,,,46.4287086,12.3752967
1355,Taegerstraße,Karl Hanns Taeger,männlich,,,,Deutschland,,1856,1937.0,lokal,kulturell,Bildender Künstler,,,,,
1380,Jakob-Weinheimer-Straße,Jakob Weinheimer,männlich,Mainz,,,Deutschland,Maler,1878,1962.0,lokal,kulturell,Bildender Künstler,,,,49.9995205,8.2736253
1395,Paul-Wicke-Straße,Paul Wicke,männlich,Bautzen,Weixdorf,,Deutschland,Maler,1892,1948.0,lokal,kulturell,Bildender Künstler,,,,51.1809132,14.4276003
1401,Schongauerstraße,Martin Schongauer,männlich,Colmar,Breisach am Rhein,,Deutschland,"Kupferstecher, Zeichner, Grafiker, Maler, Künstler, Graveur",1440,1491.0,national,kulturell,Bildender Künstler,,,,48.0777517,7.3579641
1409,Klingerstraße,Max Klinger,männlich,Leipzig,Großjena,Deutschland,Deutschland,"Exlibriskünstler, bildender Künstler, Druckgrafiker, Hochschullehrer, Bildhauer, Maler, Einjährig-Freiwilliger, Schriftsteller",1857,1920.0,lokal,kulturell,Bildender Künstler,,,,51.3406321,12.3747329
1410,Mengsstraße,Anton Raphael Mengs,männlich,Aussig,Rom,Deutschland,Deutschland,"Kunsthistoriker, Maler",1728,1779.0,lokal,kulturell,Bildender Künstler,,,,50.6603327,14.0381357
1418,Rethelstraße,Alfred Rethel,männlich,Aachen,Düsseldorf,Königreich Preußen,Deutschland,"Zeichner, Maler",1816,1859.0,lokal,kulturell,Bildender Künstler,,,,50.776351,6.083862
1425,Otto-Dix-Ring,Otto Dix,männlich,Untermhaus,Singen (Hohentwiel),Deutschland,Deutschland,"Lithograf, Druckgrafiker, Zeichner, Hochschullehrer, Bildhauer, Maler, Esperantist",1891,1969.0,lokal,kulturell,Bildender Künstler,,,,50.8859311,12.0679029
1426,Canalettostraße,Bernardo Bellotto,männlich,Venedig,Warschau,Republik Venedig,Italien,"Zeichner, Druckgrafiker, Maler, Graveur",1722,1780.0,lokal,kulturell,Bildender Künstler,,,,45.4371908,12.3345898
1434,Gillestraße,Christian Friedrich Gille,männlich,Ballenstedt,Wahnsdorf,Deutsches Kaiserreich,Deutschland,Maler,1805,1899.0,lokal,kulturell,Bildender Künstler,,,,51.722527,11.2290268
1440,Caspar-David-Friedrich-Straße,Caspar David Friedrich,männlich,Greifswald,Dresden,"Schweden,Königreich Preußen",Deutschland,"Aquarellist, Landschaftsmaler, Bauzeichner, Zeichner, Druckgrafiker, Bildhauer, Maler",1774,1840.0,lokal,kulturell,Bildender Künstler,,,,54.095791,13.3815238
1471,Thäterstraße,Julius Thaeter,männlich,Dresden,München,"Deutschland,Königreich Sachsen",Deutschland,"Zeichner, Grafiker, bildender Künstler, Kupferstecher, Hochschullehrer, Graveur",1804,1870.0,lokal,kulturell,Bildender Künstler,,,,51.0493286,13.7381437
1497,Rauchstraße,Christian Daniel Rauch,männlich,Bad Arolsen,Dresden,Waldeck,Deutschland,"bildender Künstler, Kunsthistoriker, Bildhauer",1777,1857.0,lokal,kulturell,Bildender Künstler,,,,51.3649894,9.0376388
1498,Friedrich-Press-Straße,Friedrich Press,männlich,Ascheberg,Dresden,Deutschland,Deutschland,Bildhauer,1904,1990.0,lokal,kulturell,Bildender Künstler,,,,54.1483357,10.3423409
1499,Georg-Estler-Straße,Georg Estler,männlich,Meißen,Dresden,Deutschland,Deutschland,Maler,1860,1954.0,lokal,kulturell,Bildender Künstler,,,,51.1630871,13.4704939
1502,Geystraße,Leonhard Gey,männlich,Hannover,Dresden,Deutschland,Deutschland,"Historienmaler, Hochschullehrer, Maler",1838,1894.0,lokal,kulturell,Bildender Künstler,,,,52.3744779,9.7385532
1504,Permoserstraße,Balthasar Permoser,männlich,Traunstein,Dresden,Deutschland,Deutschland,Bildhauer,1651,1732.0,lokal,kulturell,Bildender Künstler,,,,47.8695272,12.6484621
1505,Georg-Nerlich-Straße,Georg Nerlich,männlich,Oppeln,Dresden,Deutschland,Deutschland,"Hochschullehrer, Maler",1892,1982.0,lokal,kulturell,Bildender Künstler,,,,50.6668184,17.9236408
1507,Hans-Grundig-Straße,Hans Grundig,männlich,Dresden,Dresden,Deutsche Demokratische Republik,Deutschland,"Grafiker, Hochschullehrer, Maler",1901,1958.0,lokal,kulturell,Bildender Künstler,,,,51.0493286,13.7381437
1514,Albert-Richter-Straße,Albert Richter,männlich,Dresden,Langebrück,Deutschland,Deutschland,"Tiermaler, Maler",1845,1898.0,lokal,kulturell,Bildender Künstler,,,,51.0493286,13.7381437
1521,Oehmestraße,Ernst Erwin Oehme,männlich,Dresden,Blasewitz,Königreich Sachsen,Deutschland,"Zeichner, Maler",1831,1907.0,lokal,kulturell,Bildender Künstler,,,,51.0493286,13.7381437
1523,Heinz-Lohmar-Weg,Heinz Lohmar,männlich,Troisdorf,Dresden,Deutsche Demokratische Republik,Deutschland,"Zeichner, Grafiker, Hochschullehrer, Maler",1900,1976.0,lokal,kulturell,Bildender Künstler,,,,50.8153071,7.1593271
1527,Leon-Pohle-Straße,Leon Pohle,männlich,Leipzig,Dresden,Königreich Sachsen,Deutschland,"Maler, Hochschullehrer",1841,1908.0,lokal,kulturell,Bildender Künstler,,,,51.3406321,12.3747329
1533,Rayskistraße,Ferdinand von Rayski,männlich,Pegau,Dresden,Königreich Sachsen,Deutschland,"Grafiker, Illustrator, Maler",1806,1890.0,lokal,kulturell,Bildender Künstler,,,,51.1667169,12.255453
1542,Georg-Wrba-Straße,Georg Wrba,männlich,München,Dresden,Deutsches Reich,Deutschland,Bildhauer,1872,1939.0,lokal,kulturell,Bildender Künstler,,,,48.1371079,11.5753822
1554,Henzestraße,Robert Henze,männlich,Dresden,Dresden,Deutschland,Deutschland,Bildhauer,1827,1906.0,lokal,kulturell,Bildender Künstler,,,,51.0493286,13.7381437
1559,Robert-Diez-Straße,Robert Diez,männlich,Pößneck,Loschwitz,Deutschland,Deutschland,"Hochschullehrer, Bildhauer",1844,1922.0,lokal,kulturell,Bildender Künstler,,,,50.694735,11.5953247
1567,Cauerstraße,Emil Cauer der Ältere,männlich,Dresden,Bad Kreuznach,Deutschland,Deutschland,Bildhauer,1800,1867.0,lokal,kulturell,Bildender Künstler,,,,51.0493286,13.7381437
1576,Reinickstraße,Robert Reinick,männlich,Danzig,Dresden,Königreich Preußen,Deutschland,"Librettist, Grafiker, Maler, Illustrator, Dichter, Schriftsteller",1805,1852.0,lokal,kulturell,Bildender Künstler,,,,54.4288032,18.798327
1578,Ludwig-Richter-Straße,Ludwig Richter,männlich,Friedrichstadt,Dresden,Königreich Sachsen,Deutschland,"Autobiograf, Radierer, Zeichner, Grafiker, Hochschullehrer, Maler, Illustrator",1803,1884.0,lokal,kulturell,Bildender Künstler,,,,54.3760004,9.0897716
1579,Prellerstraße,Friedrich Preller der Jüngere,männlich,Weimar,Blasewitz,"Deutsches Kaiserreich,Sachsen-Weimar-Eisenach",Deutschland,"Hochschullehrer, Maler",1838,1901.0,lokal,kulturell,Bildender Künstler,,,,50.9793301,11.3297921
1586,Hauerstraße,Carl Hauer,männlich,Reichenbach (Württemberg),Klotzsche,Deutschland,Deutschland,Bildhauer,1847,1905.0,lokal,kulturell,Bildender Künstler,,,,48.426713,8.0141069
1587,Hermann-Vogel-Straße,Hermann Vogel,männlich,Plauen,Krebes,"Deutschland,Königreich Sachsen",Deutschland,"Zeichner, Illustrator",1854,1921.0,lokal,kulturell,Bildender Künstler,,,,50.4950632,12.1346523
1589,Rietschelstraße,Ernst Rietschel,männlich,Pulsnitz,Dresden,Königreich Sachsen,Deutschland,"bildender Künstler, Hochschullehrer, Bildhauer",1804,1861.0,lokal,kulturell,Bildender Künstler,,,,51.1825771,14.0139733
1595,Hottenrothstraße,Woldemar Hottenroth,männlich,Dresden,Dresden,Königreich Sachsen,Deutschland,Maler,1802,1894.0,lokal,kulturell,Bildender Künstler,,,,51.0493286,13.7381437
1601,Kügelgenstraße,Gerhard von Kügelgen,männlich,Bacharach,Dresden,Königreich Preußen,Deutschland,"Hochschullehrer, Maler",1772,1820.0,lokal,kulturell,Bildender Künstler,,,,50.0597943,7.7683997
1602,Hugo-Bürkner-Straße,Hugo Bürkner,männlich,Dessau,Dresden,Deutsches Reich,Deutschland,"Kupferstecher, Radierer, Grafiker, Hochschullehrer, Holzschneider, Illustrator, Maler",1818,1897.0,lokal,kulturell,Bildender Künstler,,,,51.8309956,12.2430723
1608,Erich-Ockert-Weg,Erich Ockert,männlich,Dresden,Weixdorf,Deutschland,Deutschland,Maler,1889,1953.0,lokal,kulturell,Bildender Künstler,,,,51.0493286,13.7381437
1609,Ewald-Schönberg-Straße,Ewald Schönberg,männlich,Geising,Dresden,Deutschland,Deutschland,Maler,1882,1949.0,lokal,kulturell,Bildender Künstler,,,,50.7564882,13.7938278
1612,Franz-Rädlein-Weg,Franz Rädlein,männlich,Dresden,,Deutschland,Deutschland,Bildhauer,1890,1966.0,lokal,kulturell,Bildender Künstler,,,,51.0493286,13.7381437
1616,Anton-Graff-Straße,Anton Graff,männlich,Winterthur,Dresden,"Schweiz,Kurfürstentum Sachsen,Königreich Sachsen","Deutschland, Schweiz","bildender Künstler, Hochschullehrer, Maler",1736,1813.0,lokal,kulturell,Bildender Künstler,,,,47.4991723,8.7291498
1628,Hermann-Glöckner-Straße,Hermann Glöckner,männlich,Cotta,Berlin,Deutschland,Deutschland,"Druckgrafiker, Bildhauer, Maler",1889,1987.0,lokal,kulturell,Bildender Künstler,,,,51.0577378,13.6824944
1657,Leonhardistraße,Eduard Leonhardi,männlich,Freiberg,Dresden,Deutschland,Deutschland,Maler,1828,1905.0,lokal,kulturell,Bildender Künstler,,,,50.9169415,13.3428889
1667,Oskar-Zwintscher-Straße,Oskar Zwintscher,männlich,Leipzig,Dresden,Königreich Sachsen,Deutschland,"bildender Künstler, Hochschullehrer, Maler",1870,1916.0,lokal,kulturell,Bildender Künstler,,,,51.3406321,12.3747329
1675,Schaberschulstraße,Max Schaberschul,männlich,Dresden,Langebrück,"NS-Staat,Weimarer Republik,Deutsches Kaiserreich",Deutschland,"Zeichner, Karikaturist, Maler",1875,1940.0,lokal,kulturell,Bildender Künstler,,,,51.0493286,13.7381437
1680,Schillingplatz,Johannes Schilling,männlich,Mittweida,Klotzsche,"Königreich Sachsen,Deutsches Reich",Deutschland,"Hochschullehrer, Bildhauer, Lehrer",1828,1910.0,lokal,kulturell,Bildender Künstler,,,,50.9854597,12.9810458
1685,Rudolf-Nehmer-Straße,Rudolf Nehmer,männlich,Bobrowice,Dresden,"Deutschland,Deutsche Demokratische Republik",Deutschland,Maler,1912,1983.0,lokal,kulturell,Bildender Künstler,,,,51.9522474,15.0867621
1686,Rudolf-Trache-Straße,Rudolf Trache,männlich,Dresden,Langebrück,"Deutschland,Königreich Sachsen",Deutschland,"Tiermaler, Kriegsmaler, Maler",1866,1948.0,lokal,kulturell,Bildender Künstler,,,,51.0493286,13.7381437
1696,Hermann-Prell-Straße,Hermann Prell,männlich,Leipzig,Loschwitz,Deutschland,Deutschland,"Kunstlehrer, Kunsthistoriker, Hochschullehrer, Bildhauer, Maler",1854,1922.0,lokal,kulturell,Bildender Künstler,,,,51.3406321,12.3747329
1699,Hans-Jüchser-Straße,Hans Jüchser,männlich,Chemnitz,Dresden,Deutschland,Deutschland,"Zeichner, Grafiker, Maler, Fotograf",1894,1977.0,lokal,kulturell,Bildender Künstler,,,,50.8323531,12.918914
1702,Otto-Pilz-Straße,Otto Pilz,männlich,Sonneberg,Dresden,Deutschland,Deutschland,Bildhauer,1876,1934.0,lokal,kulturell,Bildender Künstler,,,,50.3575412,11.1691714
1703,Gußmannstraße,Otto Gussmann,männlich,Bad Mergentheim,Dresden,Deutschland,Deutschland,"Hochschullehrer, Maler",1869,1926.0,lokal,kulturell,Bildender Künstler,,,,49.4907909,9.77317
1706,Julius-Scholtz-Straße,Julius Scholtz,männlich,Breslau,Dresden,Deutschland,Deutschland,"Hochschullehrer, Maler",1825,1893.0,lokal,kulturell,Bildender Künstler,,,,51.1089776,17.0326689
1707,Robert-Sterl-Straße,Robert Sterl,männlich,Dresden,Struppen,"Deutschland,Königreich Sachsen",Deutschland,"Landschaftsmaler, Genremaler, bildender Künstler, Grafiker, Hochschullehrer, Maler, Illustrator",1867,1932.0,lokal,kulturell,Bildender Künstler,,,,51.0493286,13.7381437
1719,Albert-Venus-Weg,Franz Albert Venus,männlich,Dresden,Dresden,"Deutschland,Königreich Sachsen",Deutschland,"Zeichner, Landschaftsmaler, Genremaler, Maler",1842,1871.0,lokal,kulturell,Bildender Künstler,,,,51.0493286,13.7381437
1721,Josef-Hegenbarth-Weg,Josef Hegenbarth,männlich,Česká Kamenice,Dresden,"NS-Staat,Deutsche Demokratische Republik,Weimarer Republik,Deutsches Kaiserreich",Deutschland,"Zeichner, Grafiker, Hochschullehrer, Illustrator, Maler, Künstler",1884,1962.0,lokal,kulturell,Bildender Künstler,,,,50.7994117,14.4165592
1723,Hübnerstraße,Julius Hübner,männlich,Oleśnica,Loschwitz,Königreich Preußen,Deutschland,"Kunsthistoriker, Hochschullehrer, Maler, Künstler, Dichter, Lehrer",1806,1882.0,lokal,kulturell,Bildender Künstler,,,,51.2102428,17.382947
1727,Rietschelweg,Ernst Rietschel,männlich,Pulsnitz,Dresden,Königreich Sachsen,Deutschland,"bildender Künstler, Hochschullehrer, Bildhauer",1804,1861.0,lokal,kulturell,Bildender Künstler,,,,51.1825771,14.0139733
1728,Gotthardt-Kuehl-Straße,Gotthardt Kuehl,männlich,Lübeck,Dresden,Lübeck,Deutschland,"Hochschullehrer, Maler",1850,1915.0,lokal,kulturell,Bildender Künstler,,,,53.866444,10.684738
1730,Wilhelm-Rudolph-Straße,Wilhelm Rudolph,männlich,Hilbersdorf,Dresden,Deutsche Demokratische Republik,Deutschland,"Grafiker, Hochschullehrer, Maler",1889,1982.0,lokal,kulturell,Bildender Künstler,,,,50.8181412,12.1494883
1731,Walter-Arnold-Straße,Walter Arnold,männlich,Leipzig,Dresden,"Deutsche Demokratische Republik,Deutsches Reich",Deutschland,"Hochschullehrer, Bildhauer, Politiker",1909,1979.0,lokal,kulturell,Bildender Künstler,,,,51.3406321,12.3747329
1732,Wilhelm-Lachnit-Straße,Wilhelm Lachnit,männlich,Gittersee,Dresden,"Deutsche Demokratische Republik,Deutsches Reich",Deutschland,"Zeichner, Grafiker, Maler",1899,1962.0,lokal,kulturell,Bildender Künstler,,,,51.0111467,13.6921953
1733,Rudolf-Bergander-Ring,Rudolf Bergander,männlich,Meißen,Dresden,Deutsche Demokratische Republik,Deutschland,"Zeichner, Grafiker, Hochschullehrer, Maler, Fotograf",1909,1970.0,lokal,kulturell,Bildender Künstler,,,,51.1630871,13.4704939
1737,Schnorrstraße,Julius Schnorr von Carolsfeld,männlich,Leipzig,Dresden,Königreich Sachsen,Deutschland,"Zeichner, bildender Künstler, Grafiker, Illustrator, Hochschullehrer, Maler",1794,1872.0,lokal,kulturell,Bildender Künstler,,,,51.3406321,12.3747329
1738,Schillingstraße,Johannes Schilling,männlich,Mittweida,Klotzsche,"Königreich Sachsen,Deutsches Reich",Deutschland,"Hochschullehrer, Bildhauer, Lehrer",1828,1910.0,lokal,kulturell,Bildender Künstler,,,,50.9854597,12.9810458
1739,Conrad-Felixmüller-Straße,Conrad Felixmüller,männlich,Dresden,Zehlendorf,Deutschland,Deutschland,"Druckgrafiker, Maler, Illustrator",1897,1977.0,lokal,kulturell,Bildender Künstler,,,,51.0493286,13.7381437
1741,Edmund-Moeller-Weg,Edmund Moeller,männlich,Neustadt bei Coburg,Dresden,Deutschland,Deutschland,Bildhauer,1885,1958.0,lokal,kulturell,Bildender Künstler,,,,50.3283477,11.1226908
1746,Oskar-Seyffert-Straße,Oskar Seyffert,männlich,Dresden,Dresden,Deutsches Reich,Deutschland,"Volkskundler, Ethnologe, Maler, Hochschullehrer, Illustrator",1862,1940.0,lokal,kulturell,Bildender Künstler,,,,51.0493286,13.7381437
1748,Clausen-Dahl-Straße,Johan Christian Dahl,männlich,Bergen,Dresden,Norwegen,Norwegen,"Maler, Professor",1788,1857.0,lokal,kulturell,Bildender Künstler,,,,60.3943055,5.3259192
1787,Thomaestraße,Johann Benjamin Thomae,männlich,Pesterwitz,Dresden,Deutsch,Deutschland,"Bildhauer, Künstler",1682,1751.0,lokal,kulturell,Bildender Künstler,,,,51.0281105,13.6539668
1853,Hochmannweg,Franz Hochmann,männlich,Dresden,,,Deutschland,Maler,1861,1935.0,lokal,kulturell,Bildender Künstler,,,,51.0493286,13.7381437
1884,Richard-Bernhardt-Weg,Max Richard Bernhardt,männlich,,,,Deutschland,"Zeichner, Maler",1900,1977.0,lokal,kulturell,Bildender Künstler,,,,,
1726,Lili-Elbe-Straße,Lili Elbe,trans* Frau,Vejle,Dresden,Königreich Dänemark,Dänemark,Maler,1882,1931.0,lokal,kulturell,Bildender Künstler,,,,55.707931,9.5329419
869,Käthe-Kollwitz-Ufer,Käthe Kollwitz,weiblich,Königsberg,Moritzburg,"Weimarer Republik,Deutsches Kaiserreich",Deutschland,"Autobiograf, Bauzeichner, Zeichner, Lithograf, Druckgrafiker, Designer, Grafiker, Bildhauer, Plakatkünstler, Künstler, Maler, Illustrator",1867,1945.0,national,kulturell,Bildender Künstler,,,,54.7046485,20.4565666
