ID,street name,named after,gender,place of birth,place of death,citizenships,citizenships today,occupations,birth year,death year,area of action,category,category II,connection,party,miscellaneous,lat,lon
1229,Rohlfsstraße,Gerhard Rohlfs,männlich,Vegesack,Rüngsdorf,Bremen,Deutschland,"Fremdenlegionär, Forschungsreisender, Militärarzt, Reiseschriftsteller, Botaniker, Geograph, Kriegsfreiwilliger, Agent",1831,1896.0,national,kulturell,Schriftsteller,Afrika,,,53.1705249,8.6238803
1585,Hartwigweg,Gustav Hartwig,männlich,Unkersdorf,Dresden,Deutschland,Deutschland,"Baumeister, Politiker",1839,1908.0,lokal,politisch,Abgeordneter,"Antisemitismus, Konservatismus","DRP, CSP",,51.0564054,13.5915327
1694,Rabenerstraße,Gottlieb Wilhelm Rabener,männlich,Wachau,Dresden,Deutschland,Deutschland,"Dichterjurist, Dramatiker, Schriftsteller",1714,1771.0,lokal,kulturell,Schriftsteller,Aufklärung,,,48.3275518,15.4116456
992,Florian-Geyer-Straße,Florian Geyer,männlich,Giebelstadt,Würzburg,Deutschland,Deutschland,"Reichsritter, Diplomat, Militär",1490,1525.0,national,militärisch,Ritter,Bauernkriege,,,49.6526294,9.9475152
1136,Wendel-Hipler-Straße,Wendel Hipler,männlich,Neuenstein,Heidelberg,Deutschland,Deutschland,Revolutionär,1465,1526.0,national,politisch,Sonstige,Bauernkriege,,,49.2049886,9.5813213
991,Pfeifferhannsstraße,Heinrich Pfeiffer,männlich,Mühlhausen/Thüringen,Mühlhausen/Thüringen,Deutschland,Deutschland,Prediger,1450,1525.0,national,religiös,Sonstige,Bauernkriege,,,51.2094255,10.4589044
1018,Thomas-Müntzer-Platz,Thomas Müntzer,männlich,Stolberg,Mühlhausen/Thüringen,Heiliges Römisches Reich Deutscher Nation,Deutschland,"Revolutionär, Reformator, Theologe, Liedtexter, Priester",1489,1525.0,national,religiös,Theologe,"Bauernkriege, Reformation",,,50.7702908,6.2295504
866,Tzschirnerplatz,Samuel Erdmann Tzschirner,männlich,Bautzen,Leipzig,Königreich Sachsen,Deutschland,"Jurist, Politiker, Rechtsanwalt",1812,1870.0,lokal,politisch,Abgeordneter,Demokratisch-republikanisch,,,51.1809132,14.4276003
862,Robert-Blum-Straße,Robert Blum,männlich,Köln,Brigittenau,Königreich Preußen,Deutschland,"Revolutionär, Bibliothekar, Politiker, Schriftsteller",1807,1848.0,national,politisch,Sonstige,Demokratisch-republikanisch,,,50.938361,6.959974
1393,Patrice-Lumumba-Straße,Patrice Lumumba,männlich,,Lubumbashi,,DR Kongo,"Revolutionär, Politiker",1925,1961.0,international,politisch,Regierungs,DR Kongo,,,,
1363,Gustav-Voigt-Straße,Gustav Voigt,männlich,,,,Deutschland,Gemeindevorstand,1852,1938.0,lokal,politisch,Lokalpolitiker,Ehrenbürger,,,,
1272,Stephensonstraße,George Stephenson,männlich,19. Arrondissement von Paris,Tapton House,Vereinigtes Königreich Großbritannien und Irland,UK,"Lokomotivkonstrukteur, Eisenbahningenieur, Bauingenieur, Maschinenbauingenieur, Erfinder",1781,1848.0,international,ökonomisch,Ingenieur,Eisenbahn,,,,
1158,Schleiermacherstraße,Friedrich Schleiermacher,männlich,Breslau,Berlin,Königreich Preußen,Deutschland,"Philosoph, Hochschullehrer, Pädagoge, Theologe, Übersetzer, Schriftsteller",1768,1834.0,national,wissenschaftlich,Geisteswissenschaftler,evangelisch,,,51.1089776,17.0326689
1102,Gustav-Schwab-Straße,Gustav Schwab,männlich,Stuttgart,Stuttgart,Königreich Württemberg,Deutschland,"Mythograph, Gymnasiallehrer, Journalist, Pastor, Dichter, Schriftsteller",1792,1850.0,national,kulturell,Schriftsteller,evangelisch,,,48.7784485,9.1800132
1248,Pfarrer-Schneider-Straße,Paul Schneider,männlich,Pferdsfeld,KZ Buchenwald,Deutsches Reich,Deutschland,"Widerstandskämpfer, Pastor",1897,1939.0,national,religiös,Pfarrer,evangelisch,,,49.8499645,7.5875552
1575,Löscherstraße,Valentin Ernst Löscher,männlich,Sondershausen,Dresden,"Heiliges Römisches Reich Deutscher Nation, Sachsen",Deutschland,Heiliges Römisches Reich Deutscher Nation,1673,1749.0,lokal,religiös,Superintendent,evangelisch,,,51.3666041,10.8668419
997,Paul-Gerhardt-Straße,Paul Gerhardt,männlich,Gräfenhainichen,Lübben,Heiliges Römisches Reich Deutscher Nation,Deutschland,"evangelischer Pfarrer, Kirchenlieddichter, Theologe, Dichter, Schriftsteller",1607,1676.0,regional,religiös,Theologe,evangelisch,,,51.7309112,12.4588675
1151,Bodelschwinghstraße,Friedrich von Bodelschwingh der Ältere,männlich,Tecklenburg,Stadtbezirk Gadderbaum,Königreich Preußen,Deutschland,"Theologe, Pastor, Politiker",1831,1910.0,national,religiös,Theologe,evangelisch,,,52.2217481,7.8169251
1168,Spittastraße,Philipp Spitta,männlich,Hannover,Burgdorf,Königreich Hannover,Deutschland,"Theologe, Pastor, Dichter",1801,1859.0,national,religiös,Theologe,evangelisch,,,52.3744779,9.7385532
1600,Ammonstraße,Christoph Ammon,männlich,Bayreuth,Dresden,Königreich Sachsen,Deutschland,"Linguist, Hochschullehrer, Theologe",1766,1850.0,lokal,religiös,Theologe,evangelisch,,,49.9449711,11.5734327
1552,Marie-Stritt-Straße,Marie Stritt,weiblich,Schäßburg,Dresden,"Deutschland,Deutsches Kaiserreich",Deutschland,"politischer Aktivist, Bühnenschauspieler, Herausgeber, Redakteur, Schriftsteller",1855,1928.0,lokal,politisch,Sonstige,Frauenbewegung,,,46.2202037,24.7934483
1154,Andreas-Hofer-Straße,Andreas Hofer,männlich,Sandwirt,Mantua,Habsburgermonarchie,Österreich,"Feldherr, Landwirt",1767,1810.0,international,politisch,Sonstige,Freiheitskampf,,,46.8014565,11.2387489
1110,Albert-Wolf-Platz,Albert Wolf,männlich,Buchen,Chicago,Deutschland,Deutschland,"Feldrabbiner, Rabbiner",1890,1951.0,lokal,religiös,Rabbiner,Judentum,,,49.5219386,9.3251309
1328,Hubertusstraße,Hubertus von Lüttich,männlich,Toulouse,Tervuren,,"Frankreich, Belgien","katholischer Bischof, katholischer Priester",655,727.0,international,religiös,Bischof,katholisch,,,43.6044622,1.4442469
1332,Hubertusplatz,Hubertus von Lüttich,männlich,Toulouse,Tervuren,,"Frankreich, Belgien","katholischer Bischof, katholischer Priester",655,727.0,international,religiös,Bischof,katholisch,,,43.6044622,1.4442469
1134,Bischof-Benno-Weg,Benno von Meißen,männlich,Hildesheim,Meißen,Deutschland,Deutschland,katholischer Priester,1010,1106.0,regional,religiös,"Bischof, Heiliger",katholisch,,,52.1527188,9.9518083
1611,Franz-Bänsch-Straße,Franz Bänsch,männlich,Großenhain,Dresden,Deutschland,Deutschland,katholischer Priester,1899,1961.0,lokal,religiös,Pfarrer,katholisch,,,51.2911845,13.5317153
1717,Moreauweg,Jean-Victor Moreau,männlich,Morlaix,Louny,Frankreich,Frankreich,"Befehlshaber, Offizier, Militär",1763,1813.0,lokal,militärisch,General,Koalitionskriege,,,48.5824932,-3.8331972
1072,Bolivarstraße,Simón Bolívar,männlich,Caracas,,"Spanien,Bolivien,Ecuador,Venezuela,Großkolumbien","Bolivien, Ecuador, Venezuela, Bolivien, Panama, Ecuador","Offizier, Politiker",1783,1830.0,international,politisch,Sonstige,Koloniale Unabhängigkeit,,,10.5060934,-66.9146008
1265,Columbusstraße,Christoph Kolumbus,männlich,Genua,Valladolid,Republik Genua,Italien,"Reisender, Seefahrer, Forschungsreisender, Erfinder, Seemann",1451,1506.0,international,kulturell,Sonstige,Kolonialismus,,,44.40726,8.9338624
1025,Hugo-Hickmann-Straße,Hugo Hickmann,männlich,Meißen,Langebrück,Deutsche Demokratische Republik,Deutschland,"Theologe, Politiker",1877,1955.0,lokal,politisch,Abgeordneter,Konservatismus,"DVP, DDR-CDU",,51.1630871,13.4704939
1430,Gustav-Freytag-Straße,Gustav Freytag,männlich,Kluczbork,Wiesbaden,Königreich Preußen,Deutschland,"Romancier, Journalist, Dramatiker, Politiker, Schriftsteller",1816,1895.0,lokal,kulturell,Schriftsteller,Liberalismus,,,50.9730701,18.2140089
976,Schulze-Delitzsch-Straße,Hermann Schulze-Delitzsch,männlich,Delitzsch,Potsdam,Königreich Sachsen,Deutschland,"Politiker, Bankier, Jurist, Wirtschaftswissenschaftler, Schriftsteller",1808,1883.0,regional,politisch,Abgeordneter,Liberalismus,,,51.5255661,12.342857
1834,Bönischplatz,Karl Friedrich Emil Bönisch,männlich,Neukirch,Dresden,,Deutschland,"Politiker, Bürgermeister",1832,1894.0,lokal,politisch,Abgeordneter,Liberalismus,DFP,,48.3283326,7.3145911
1836,Heinrich-Beck-Straße,Heinrich Beck,männlich,,Dresden,,Deutschland,"Lehrer, Stadtverordneter",1865,1945.0,lokal,politisch,Lokalpolitiker,Liberalismus,"FVP, DDP",,,
994,Dr.-Külz-Ring,Wilhelm Külz,männlich,Borna,Berlin,"Deutschland,Deutsche Demokratische Republik",Deutschland,"Lord Mayor, Politiker, Rechtsanwalt",1875,1948.0,lokal,politisch,Parteifunktionär,Liberalismus,"DDP, LDP, DPD",,51.1241649,12.4999055
993,Rathenauplatz,Walther Rathenau,männlich,Berlin,Berlin,"Deutschland,Weimarer Republik,Deutsches Kaiserreich,Königreich Preußen",Deutschland,"Science-Fiction-Schriftsteller, Kunstsammler, Unternehmer, Ingenieur, Politiker, Schriftsteller",1867,1922.0,national,politisch,Regierungsmitglied,Liberalismus,DDP,,52.510885,13.3989367
1201,Wilhelm-Külz-Straße,Wilhelm Külz,männlich,Borna,Berlin,"Deutschland,Deutsche Demokratische Republik",Deutschland,"Lord Mayor, Politiker, Rechtsanwalt",1875,1948.0,lokal,politisch,Regierungsmitglied,Liberalismus,"DDP, LDP, DPD",,51.1241649,12.4999055
1278,Preußstraße,Hugo Preuß,männlich,Berlin,Berlin-Wedding,Deutschland,Deutschland,"Hochschullehrer, Pädagoge, Autor, Jurist, Politiker",1860,1925.0,national,politisch,Regierungsmitglied,Liberalismus,DDP,,52.510885,13.3989367
1720,Wolfgang-Mischnick-Straße,Wolfgang Mischnick,männlich,Dresden,Bad Soden am Taunus,Deutschland,Deutschland,"Journalist, Politiker",1921,2002.0,lokal,politisch,Regierungsmitglied,Liberalismus,"LDP, FDP",,51.0493286,13.7381437
1267,Lilienthalstraße,Otto Lilienthal,männlich,Anklam,Berlin,Königreich Preußen,Deutschland,"Flugingenieur, Pilot, Erfinder",1848,1896.0,national,kulturell,Erfinder,Luftfahrt,,,53.8560526,13.688091
1593,Hermann-Reichelt-Straße,Hermann Reichelt,männlich,Wilsdruffer Vorstadt,Kaditz,Deutsches Kaiserreich,Deutschland,Pilot,1878,1914.0,lokal,kulturell,Sonstige,Luftfahrt,,,51.0511677,13.7255823
1307,Gautschweg,Karl Gautsch,männlich,Mochau,,,Deutschland,Rechtsanwalt,1810,1879.0,lokal,politisch,Abgeordneter,Märzrevolution,,,51.1348573,13.187518
1347,Theilestraße,Friedrich Theile,männlich,Chemnitz,Lockwitz,,Deutschland,"Arzt, Heimatforscher",1814,1899.0,lokal,politisch,Sonstige,Märzrevolution,,,50.8323531,12.918914
1828,Rahnstraße,Johannes Rahn,männlich,Tiegenhagen,Dresden,,Deutschland,Pädagoge,1850,1915.0,lokal,administrativ,Vereinsvorsitzender,Mieterverein,,,54.2302029,19.0837232
1829,Schedlichstraße,Franz Emil Schedlich,männlich,Rochlitz,Dresden,,Deutschland,,1847,1890.0,lokal,administrativ,Vereinsvorsitzender,Mieterverein,,,51.0456789,12.7990531
1128,Anton-Weck-Straße,Anton Weck,männlich,Annaberg-Buchholz,Bautzen,Deutschland,Deutschland,"Archivar, Schriftsteller",1623,1680.0,lokal,administrativ,Sonstige,Monarchie,,,50.5788781,13.0106108
890,Schenkendorfstraße,Max von Schenkendorf,männlich,Sowetsk,Koblenz,Königreich Preußen,Deutschland,"Songschreiber, Dichterjurist, Dichter, Schriftsteller",1783,1817.0,national,kulturell,Schriftsteller,Monarchie,,,55.0809688,21.8882673
1259,Dessauerstraße,Leopold I.,männlich,Dessau,Dessau,Anhalt-Dessau,Deutschland,Kunstsammler,1676,1747.0,national,militärisch,General,Monarchie,,,51.8309956,12.2430723
1406,Polenzstraße,Maximilian von Polenz,männlich,Chemnitz,Niederlößnitz,Deutschland,Deutschland,"Amtshauptmann, Politiker",1837,1907.0,lokal,politisch,Abgeordneter,Monarchie,Deutschkonservative Partei,,50.8323531,12.918914
1536,Ackermannstraße,Karl Gustav Ackermann,männlich,Elsterberg,Dresden,Deutsches Kaiserreich,Deutschland,"Dienstherr, Notar, Politiker, Rechtsanwalt",1820,1901.0,lokal,politisch,Abgeordneter,Monarchie,Deutschkonservative Partei,,50.6036333,12.176645
920,Hedwigstraße,Hedwig von Dänemark,weiblich,Schloss Frederiksborg,Schloss Lichtenburg,Kurfürstentum Sachsen,Deutschland,Aristokrat,1581,1641.0,national,politisch,Fürst,Monarchie,,,55.9351046,12.3017435
1291,Sophienstraße,Sophie von Brandenburg,weiblich,Flecken Zechlin,Schloss Colditz,,Deutschland,Politiker,1568,1622.0,lokal,politisch,Fürst,Monarchie,,,53.1617615,12.7641498
1485,Walpurgisstraße,Maria Antonia Walpurgis von Bayern,weiblich,München,Dresden,Deutschland,Deutschland,"Cembalist, Librettist, Opernsänger, Maler, Pianist, Komponist, Schriftsteller",1724,1780.0,lokal,politisch,Fürst,Monarchie,,,48.1371079,11.5753822
1528,Annenstraße,Anna von Dänemark,weiblich,Hadersleben,Dresden,Kurfürstentum Sachsen,Deutschland,Apotheker,1532,1585.0,lokal,politisch,Fürst,Monarchie,,,55.2500715,9.4997871
1286,Conradstraße,Konrad I.,männlich,,Petersberg,,Deutschland,Herrscher,"1097, 1098",1157.0,lokal,politisch,Graf,Monarchie,,,,
930,Moritzgasse,Moritz von Sachsen,männlich,Freiberg,Sievershausen,Kurfürstentum Sachsen,Deutschland,Militär,1521,1553.0,lokal,politisch,Herzog,Monarchie,,,50.9169415,13.3428889
943,Ferdinandplatz,Ferdinand IV.,männlich,Florenz,Salzburg,Königreich Italien,Italien,Politiker,1835,1908.0,lokal,politisch,Herzog,Monarchie,,,43.7697955,11.2556404
944,Ferdinandstraße,Ferdinand IV.,männlich,Florenz,Salzburg,Königreich Italien,Italien,Politiker,1835,1908.0,lokal,politisch,Herzog,Monarchie,,,43.7697955,11.2556404
982,Albrechtshöhe,Albrecht der Beherzte,männlich,Grimma,Emden,Sachsen,Deutschland,Politiker,1443,1500.0,lokal,politisch,Herzog,Monarchie,,,51.2383379,12.7287511
1574,Heinrichstraße,Heinrich der Fromme,männlich,Dresden,Dresden,Herzogtum Sachsen,Deutschland,Herrscher,1473,1541.0,lokal,politisch,Herzog,Monarchie,,,51.0493286,13.7381437
1778,Georgenstraße,Georg der Bärtige,männlich,Meißen,Dresden,,Deutschland,Politiker,1471,1539.0,lokal,politisch,Herzog,Monarchie,,,51.1630871,13.4704939
888,Stephanienstraße,Stéphanie de Beauharnais,weiblich,Versailles,Nizza,"Frankreich,Großherzogtum Baden","Deutschland, Frankreich","Salonnière, Aristokrat, Souverän",1789,1860.0,international,politisch,Herzog,Monarchie,,,48.8035403,2.1266886
889,Stephanienplatz,Stéphanie de Beauharnais,weiblich,Versailles,Nizza,"Frankreich,Großherzogtum Baden","Deutschland, Frankreich","Salonnière, Aristokrat, Souverän",1789,1860.0,international,politisch,Herzog,Monarchie,,,48.8035403,2.1266886
1033,Katharinenstraße,Katharina zu Mecklenburg,weiblich,,Torgau,Herzogtum Sachsen,Deutschland,"Herrscher, Schriftsteller",1487,1561.0,lokal,politisch,Herzog,Monarchie,,,,
996,Barbarossaplatz,Friedrich I.,männlich,Hagenau,Göksu,Heiliges Römisches Reich Deutscher Nation,Deutschland,Politiker,1122,1190.0,national,politisch,Kaiser,Monarchie,,,48.8172236,7.7885978
882,Oskarstraße,Oskar II.,männlich,Stockholm,Stockholm,Schweden,Schweden,Monarch,1829,1907.0,international,politisch,König,Monarchie,,,59.3251172,18.0710935
1178,Gustav-Adolf-Straße,Gustav II. Adolf,männlich,Stockholmer Schloss,Lützen,Schweden,Schweden,Feldherr,1594,1632.0,international,politisch,König,Monarchie,,,59.3268647,18.0703216
1209,Gustav-Adolf-Platz,Gustav II. Adolf,männlich,Stockholmer Schloss,Lützen,Schweden,Schweden,Feldherr,1594,1632.0,international,politisch,König,Monarchie,,,59.3268647,18.0703216
1444,Augustusbrücke,August der Starke,männlich,Dresden,Warschau,"Großfürstentum Litauen,Kurfürstentum Sachsen","Deutschland, Polen","Kunstsammler, Politiker",1670,1733.0,lokal,politisch,König,Monarchie,,,51.0493286,13.7381437
1445,Augustusstraße,August der Starke,männlich,Dresden,Warschau,"Großfürstentum Litauen,Kurfürstentum Sachsen","Deutschland, Polen","Kunstsammler, Politiker",1670,1733.0,lokal,politisch,König,Monarchie,,,51.0493286,13.7381437
1447,Albertplatz,Albert von Sachsen,männlich,Dresden,Szczodre,Königreich Sachsen,Deutschland,Politiker,1828,1902.0,lokal,politisch,König,Monarchie,,,51.0493286,13.7381437
1456,Antonstraße,Anton von Sachsen,männlich,Dresden,Pillnitz,"Königreich Sachsen,Kurfürstentum Sachsen",Deutschland,"Kunstsammler, Monarch",1755,1836.0,lokal,politisch,König,Monarchie,,,51.0493286,13.7381437
1465,Friedrichstraße,Friedrich August I.,männlich,Dresden,Dresden,"Königreich Sachsen,Polen-Litauen",Deutschland,,1750,1827.0,lokal,politisch,König,Monarchie,,,51.0493286,13.7381437
1596,Albertbrücke,Albert von Sachsen,männlich,Dresden,Szczodre,Königreich Sachsen,Deutschland,Politiker,1828,1902.0,lokal,politisch,König,Monarchie,,,51.0493286,13.7381437
1597,Königstraße,August der Starke,männlich,Dresden,Warschau,"Großfürstentum Litauen,Kurfürstentum Sachsen",Deutschland,"Kunstsammler, Politiker",1670,1733.0,lokal,politisch,König,Monarchie,,,51.0493286,13.7381437
1598,Albertstraße,Albert von Sachsen,männlich,Dresden,Szczodre,Königreich Sachsen,Deutschland,Politiker,1828,1902.0,lokal,politisch,König,Monarchie,,,51.0493286,13.7381437
1599,Antonsplatz,Anton von Sachsen,männlich,Dresden,Pillnitz,"Königreich Sachsen,Kurfürstentum Sachsen",Deutschland,"Kunstsammler, Monarch",1755,1836.0,lokal,politisch,König,Monarchie,,,51.0493286,13.7381437
1603,Wasaplatz,Gustav von Schweden,männlich,Stockholm,Pillnitz,Schweden,"Schweden, Österreich",Offizier,1799,1877.0,lokal,politisch,König,Monarchie,,,59.3251172,18.0710935
1613,Friedrich-August-Straße,Friedrich August III.,männlich,Dresden,Szczodre,Deutschland,Deutschland,Monarch,1865,1932.0,lokal,politisch,König,Monarchie,,,51.0493286,13.7381437
1632,Königsufer,Albert von Sachsen,männlich,Dresden,Szczodre,Königreich Sachsen,Deutschland,Politiker,1828,1902.0,lokal,politisch,König,Monarchie,,,51.0493286,13.7381437
1645,Albertplatz (CB),Albert von Sachsen,männlich,Dresden,Szczodre,Königreich Sachsen,Deutschland,Politiker,1828,1902.0,lokal,politisch,König,Monarchie,,,51.0493286,13.7381437
1036,Marienbrücke,Maria Anna von Bayern,weiblich,München,Wachwitz,Königreich Sachsen,Deutschland,Monarch,1805,1877.0,lokal,politisch,König,Monarchie,,,48.1371079,11.5753822
1304,Theresienstraße,Maria Theresia von Österreich,weiblich,Florenz,Leipzig,,"Deutschland, Österreich",Aristokrat,1767,1827.0,lokal,politisch,König,Monarchie,,,43.7697955,11.2556404
1448,Carolabrücke,Carola von Wasa-Holstein-Gottorp,weiblich,Schloss Schönbrunn,Dresden,Königreich Sachsen,Deutschland,Philanthrop,1833,1907.0,lokal,politisch,König,Monarchie,,,48.1849894,16.3115684
1454,Carolaplatz,Carola von Wasa-Holstein-Gottorp,weiblich,Schloss Schönbrunn,Dresden,Königreich Sachsen,Deutschland,Philanthrop,1833,1907.0,lokal,politisch,König,Monarchie,,,48.1849894,16.3115684
3190,Marienstraße,Maria Anna von Bayern,weiblich,München,Wachwitz,Königreich Sachsen,Deutschland,Monarch,1805,1877.0,,politisch,König,Monarchie,,,48.1371079,11.5753822
1383,Augustusweg,,,,,,Deutschland,,,,lokal,politisch,König,Monarchie,,,,
1331,Josephinenstraße,Maria Josepha,weiblich,,,,Deutschland,,1699,1757.0,lokal,politisch,Kurfürst,Monarchie,,,,
1591,Maxstraße,Maximilian von Sachsen,männlich,Dresden,Dresden,Königreich Sachsen,Deutschland,Aristokrat,1759,1838.0,lokal,politisch,Prinz,Monarchie,,,51.0493286,13.7381437
1668,Wasastraße,Gustav von Schweden,männlich,Stockholm,Pillnitz,Schweden,"Schweden, Österreich",Offizier,1799,1877.0,lokal,politisch,Prinz,Monarchie,,,59.3251172,18.0710935
945,Louisenstraße,Maria Luisa von Bourbon-Parma,weiblich,Barcelona,Rom,"Spanien,Königreich Sachsen,Königreich Etrurien,Herzogtum Lucca",Spanien,,1802,1857.0,lokal,politisch,Prinz,Monarchie,,,41.3825802,2.177073
1467,Carolinenstraße,Karoline Ferdinande von Österreich,weiblich,Wien,Dresden,Österreich,"Österreich, Deutschland",Aristokrat,1801,1832.0,lokal,politisch,Prinz,Monarchie,,,48.2083537,16.3725042
1517,Marienallee,Maria Anna von Portugal,weiblich,Lissabon,Dresden,Königreich Portugal,"Deutschland, Portugal",,1843,1884.0,lokal,politisch,Prinz,Monarchie,,,38.7077507,-9.1365919
1525,Sidonienstraße,Prinzessin Sidonie von Sachsen,weiblich,Schloss Pillnitz,Dresden,Königreich Sachsen,Deutschland,,1834,1862.0,lokal,politisch,Prinz,Monarchie,,,51.0087637,13.8688717
985,Bünaustraße,Heinrich von Bünau,männlich,Weißenfels,Oßmannstedt,Deutschland,Deutschland,"Bibliophiler, Historiker",1697,1762.0,lokal,politisch,Regierungschef,Monarchie,,,51.1999793,11.9667857
1743,Fabricestraße,Alfred von Fabrice,männlich,Quesnoy-sur-Deûle,Dresden,Deutschland,Deutschland,Politiker,1818,1891.0,lokal,politisch,Regierungschef,Monarchie,,,50.7121678,3.0008466
1871,Brühlsche Terrasse,Heinrich von Brühl,männlich,Weißenfels,Dresden,,Deutschland,Politiker,,,lokal,politisch,Regierungschef,Monarchie,,,51.1999793,11.9667857
1437,Könneritzstraße,Leonce von Könneritz,männlich,Paris,Dresden,Deutschland,Deutschland,"Amtshauptmann, Jurist, Politiker",1835,1890.0,lokal,politisch,Regierungsmitglied,Monarchie,Deutschkonservative Partei,,48.8588897,2.320041
1476,Gutschmidstraße,Christian Gotthelf von Gutschmid,männlich,Cottbus,Dresden,Deutschland,Deutschland,"Pädagoge, Theologe, leitender Beamter, Jurist, Minister, Politiker",1721,1798.0,lokal,politisch,Regierungsmitglied,Monarchie,,,51.7567447,14.3357307
1718,Hohenthalplatz,Peter Carl Wilhelm von Hohenthal,männlich,Trossin,Dresden,Deutschland,Deutschland,Politiker,1754,1825.0,lokal,politisch,Regierungsmitglied,Monarchie,,,51.6184779,12.8208846
1313,Osterhausenstraße,Johann Georg von Osterhausen,männlich,,,,Deutschland,,1505,1627.0,lokal,politisch,Sonstige,Monarchie,,,,
1759,Schönbergstraße,Gotthelf Friedrich von Schönberg (1631–1708),männlich,Freiberg,Dresden,Deutschland,Deutschland,Jurist,1631,1708.0,lokal,politisch,Sonstige,Monarchie,,,50.9169415,13.3428889
1244,Coselgasse,Constantia von Cosel,weiblich,Stolpe,Stolpen,Deutschland,Deutschland,Hofdame,1680,1765.0,lokal,politisch,Sonstige,Monarchie,,,53.8678462,13.9888732
1288,Ottostraße,Otto,männlich,,Nossen,,Deutschland,Herrscher,1125,1190.0,lokal,,Graf,Monarchie,,,,
1352,Rosenbergstraße,Georg Otto Franz Baron von Rosenberg,männlich,,,,Deutschland,,,,lokal,,,Monarchie,,,,
1119,Bismarckplatz,Otto von Bismarck,männlich,Schönhausen (Elbe),Friedrichsruh,"Königreich Preußen,Deutsches Reich",Deutschland,"Einjährig-Freiwilliger, Diplomat, Offizier, Jurist, Politiker, Schriftsteller",1815,1898.0,national,politisch,Regierungschef,"Monarchie, nationale Einigung,",,,52.5824785,12.0378139
1150,Bismarckstraße,Otto von Bismarck,männlich,Schönhausen (Elbe),Friedrichsruh,"Königreich Preußen,Deutsches Reich",Deutschland,"Einjährig-Freiwilliger, Offizier, Jurist, Diplomat, Politiker, Schriftsteller",1815,1898.0,national,politisch,Regierungschef,"Monarchie, nationale Einigung,",,,52.5824785,12.0378139
914,Arndtstraße,Ernst Moritz Arndt,männlich,Groß Schoritz,Bonn,Königreich Preußen,Deutschland,"Hochschullehrer, Historiker, Politiker, Dichter, Schriftsteller",1769,1860.0,national,wissenschaftlich,Geisteswissenschaftler,National-Liberalismus,,,54.2766174,13.3658488
1438,Stübelallee,Paul Alfred Stübel,männlich,Dresden,Dresden,Deutschland,Deutschland,"Jurist, Politiker",1827,1895.0,lokal,politisch,Abgeordneter,National-Liberalismus,NLP,,51.0493286,13.7381437
1477,Wigardstraße,Franz Jacob Wigard,männlich,Mannheim,Dresden,Deutschland,Deutschland,"Arzt, Politiker",1807,1885.0,lokal,politisch,Abgeordneter,National-Liberalismus,Deutsche Fortschrittspartei,,49.4892913,8.4673098
1539,Blüherstraße,Bernhard Blüher,männlich,Freiberg,Dresden,Deutsches Reich,Deutschland,Politiker,1864,1938.0,lokal,politisch,Bürgermeister,National-Liberalismus,"NLP, DVP",,50.9169415,13.3428889
972,Stresemannplatz,Gustav Stresemann,männlich,Berlin,Berlin,Deutschland,Deutschland,"Diplomat, Politiker",1878,1929.0,lokal,politisch,Regierungschef,National-Liberalismus,"NationalLiberalismuse Partei, DVP",,52.510885,13.3989367
946,Ludwig-Kossuth-Straße,Lajos Kossuth,männlich,Monok,Turin,Ungarn,Ungarn,"Journalist, Wirtschaftswissenschaftler, Politiker, Rechtsanwalt",1802,1894.0,international,politisch,Sonstige,National-Liberalismus,,ungarischer Revolutionär,48.2121842,21.1497677
1047,Franz-Mehring-Straße,Franz Mehring,männlich,Sławno,Berlin,Deutschland,Deutschland,"Philologe, Publizist, Journalist, Historiker, Dramatiker, Politiker",1846,1919.0,regional,kulturell,Journalist,"National-Liberalismus, Sozialdemokratie, Sozialismus/Kommunismus","SPD, KPD",,54.361142,16.6754076
1086,Klaus-Groth-Straße,Klaus Groth,männlich,Heide,Kiel,"Königreich Preußen,Herzogtum Holstein",Deutschland,"Literaturhistoriker, Librettist, Hochschullehrer, Germanist, Übersetzer, Dichter, Schriftsteller",1819,1899.0,national,kulturell,Schriftsteller,Niederdeutsch,,,54.1948848,9.0928251
1461,Elfriede-Lohse-Wächtler-Straße,Elfriede Lohse-Wächtler,weiblich,Dresden,Pirna,"Deutschland,NS-Staat,Deutsches Kaiserreich,Weimarer Republik",Deutschland,"Grafiker, Maler, Künstler",1899,1940.0,lokal,kulturell,Bildender Künstler,NS-Verfolgte,,,51.0493286,13.7381437
1142,Anne-Frank-Straße,Anne Frank,weiblich,Klinik Maingau vom Roten Kreuz,KZ Bergen-Belsen,"NS-Staat,Weimarer Republik,staatenlos",Deutschland,"Tagebuchschreiber, Schriftsteller",1929,1945.0,national,kulturell,Sonstige,NS-Verfolgte,,,50.1197524,8.6883298
1041,Julie-Salinger-Weg,Julie Salinger,weiblich,Ostpreußen,KZ Theresienstadt,Deutsches Reich,Deutschland,"Redner, Rechtsschutz, Politiker",1863,1942.0,lokal,politisch,Abgeordneter,NS-Verfolgte,DDP,,53.2578449,10.3939465
1157,Bernhard-Wensch-Straße,Bernhard Wensch,männlich,Berlin-Wilmersdorf,Dachau,Deutsches Reich,Deutschland,katholischer Priester,1908,1942.0,lokal,religiös,Pfarrer,"NS-Verfolgte, katholisch",,,52.4871152,13.3203298
